,GISJOIN,COUNTY,Population,Population_density,Hispanic,White,Black,Native,Asian,Pacific
3935,G36004700056020,Kings County,0,,0,0,0,0,0,0
3936,G36004700056021,Kings County,1734,0.012839118587845042,221,1264,20,0,168,0
3937,G36004700058001,Kings County,1052,0.01743135987804676,271,622,18,1,114,0
3938,G36004700058002,Kings County,1705,0.01790420985204087,287,1119,41,0,193,0
3939,G36004700058003,Kings County,693,0.01836442654229383,79,495,10,3,73,0
3940,G36004700059001,Kings County,862,0.007922284411848503,208,474,103,0,22,0
3941,G36004700059002,Kings County,880,0.003572066440435792,295,347,166,1,22,2
3942,G36004700060001,Kings County,1191,0.019963793623654833,416,569,14,0,140,0
3943,G36004700060002,Kings County,924,0.016819571865443424,180,519,18,0,159,0
3944,G36004700060003,Kings County,761,0.020203897414113523,109,484,10,0,123,0
3945,G36004700062001,Kings County,1169,0.020401396160558465,217,692,29,0,171,0
3946,G36004700062002,Kings County,1288,0.026572589795960472,250,799,36,0,163,0
3947,G36004700062003,Kings County,501,0.008866942763088033,68,360,10,0,40,0
3948,G36004700063001,Kings County,964,0.02885277303881955,114,706,35,0,57,0
3949,G36004700063002,Kings County,1043,0.01495533473853257,105,777,5,1,76,1
3950,G36004700064001,Kings County,1181,0.014523051193448025,321,673,22,0,135,0
3951,G36004700064002,Kings County,1057,0.01738401065736888,164,695,16,1,146,0
3952,G36004700064003,Kings County,1385,0.022684836374357125,235,886,19,0,188,0
3953,G36004700065001,Kings County,813,0.029688869412795794,87,626,0,0,59,0
3954,G36004700065002,Kings County,740,0.024277418719858272,60,593,4,0,38,0
3955,G36004700065003,Kings County,752,0.02249409230953307,76,608,7,5,15,0
3956,G36004700065004,Kings County,668,0.019976673943598793,32,552,9,0,34,0
3957,G36004700065005,Kings County,627,0.01878370281605752,64,484,9,0,38,0
3958,G36004700065006,Kings County,1267,0.024065948677037628,151,972,27,0,46,0
3959,G36004700065007,Kings County,594,0.01514301738642737,44,432,25,1,50,0
3960,G36004700066001,Kings County,1296,0.022518374367973867,260,700,27,2,215,0
3961,G36004700066002,Kings County,993,0.025199847735059004,208,635,24,0,74,0
3962,G36004700066003,Kings County,1685,0.029674896974393294,460,902,25,2,223,0
3963,G36004700067001,Kings County,664,0.017828853744327793,35,544,2,0,43,0
3964,G36004700067002,Kings County,831,0.029125192766017105,50,659,7,0,54,0
3965,G36004700067003,Kings County,662,0.02412536443148688,57,512,18,0,40,0
3966,G36004700067004,Kings County,742,0.028011627468005586,70,581,2,0,37,0
3967,G36004700067005,Kings County,719,0.019733772471524632,44,564,6,0,39,0
3968,G36004700068001,Kings County,1534,0.03792148719469989,380,605,57,0,433,0
3969,G36004700068002,Kings County,1890,0.034040560498541116,552,890,59,1,304,0
3970,G36004700068003,Kings County,731,0.019724770642201836,130,495,12,5,44,0
3971,G36004700068004,Kings County,1336,0.02545974273463554,424,617,33,3,205,2
3972,G36004700069011,Kings County,729,0.021967094557946123,70,532,25,0,51,0
3973,G36004700069012,Kings County,902,0.021867726920093096,105,657,21,2,54,0
3974,G36004700069021,Kings County,1089,0.021921613624011113,172,726,45,0,69,0
3975,G36004700069022,Kings County,873,0.015881967690292535,89,641,12,3,62,0
3976,G36004700070001,Kings County,1327,0.014006311811954445,332,691,62,0,197,0
3977,G36004700070002,Kings County,1127,0.020696367576302936,178,599,42,0,261,0
3978,G36004700071001,Kings County,1088,0.022107081174438686,158,666,107,4,60,0
3979,G36004700071002,Kings County,1878,0.02176129779837775,713,183,762,9,144,0
3980,G36004700071003,Kings County,1396,0.04360456036233016,610,38,616,1,107,0
3981,G36004700072001,Kings County,2082,0.03331733077292367,1141,264,41,2,587,0
3982,G36004700074001,Kings County,1635,0.04231366459627329,920,166,13,5,507,0
3983,G36004700074002,Kings County,1796,0.04563703816638715,936,115,5,1,717,0
3984,G36004700074003,Kings County,821,0.025339506172839508,578,54,15,2,143,0
3985,G36004700074004,Kings County,1577,0.051047162787686534,1195,76,20,0,271,0
3986,G36004700075001,Kings County,1009,0.017526185058449568,126,726,13,1,67,0
3987,G36004700075002,Kings County,974,0.017231923287865117,91,750,8,0,41,1
3988,G36004700075003,Kings County,1222,0.013791702406211909,152,889,30,0,70,4
3989,G36004700075004,Kings County,812,0.020916514257747095,82,620,14,0,51,0
3990,G36004700075005,Kings County,674,0.01633424617696241,84,498,14,2,40,0
3991,G36004700076001,Kings County,1848,0.03448147180654551,1033,175,21,2,571,0
3992,G36004700076002,Kings County,1193,0.03083324718288018,683,201,22,2,260,0
3993,G36004700076003,Kings County,1831,0.039761129207383276,1288,177,33,1,268,0
3994,G36004700077001,Kings County,1926,0.028619828815977175,203,1347,113,0,147,0
3995,G36004700077002,Kings County,1163,0.013554936537721884,131,857,26,0,69,0
3996,G36004700077003,Kings County,1568,0.00872012190374498,175,1104,55,0,125,0
3997,G36004700077004,Kings County,1033,0.018278980057685842,79,803,13,0,75,0
3998,G36004700078001,Kings County,1356,0.03947253514976858,1040,124,36,2,121,0
3999,G36004700078002,Kings County,1547,0.04001759014951627,1057,221,25,5,217,0
4000,G36004700078003,Kings County,1232,0.0354869372353602,818,92,47,1,257,0
4001,G36004700078004,Kings County,1198,0.039426051471072206,893,87,60,3,124,0
4002,G36004700080001,Kings County,1644,0.030250059800908974,1133,254,40,1,170,0
4003,G36004700080002,Kings County,1294,0.03351463351463351,969,109,25,7,160,0
4004,G36004700080003,Kings County,1086,0.023527882490575847,737,90,39,0,173,0
4005,G36004700082001,Kings County,1377,0.03551898472967396,981,203,38,0,105,0
4006,G36004700082002,Kings County,1633,0.03011526048870447,938,294,34,2,303,3
4007,G36004700082003,Kings County,998,0.021371364940682685,748,137,40,0,37,0
4008,G36004700084001,Kings County,1071,0.013836315483495898,656,309,21,1,58,0
4009,G36004700084002,Kings County,1193,0.016285800092827697,820,202,25,0,102,0
4010,G36004700084003,Kings County,1047,0.011227761632583029,737,113,107,1,55,0
4011,G36004700085001,Kings County,2513,0.021952199587686502,1153,40,1093,6,83,1
4012,G36004700085002,Kings County,1819,0.029934502846986802,854,29,772,0,111,1
4013,G36004700085003,Kings County,2341,0.03425820235900138,1145,40,887,5,186,0
4014,G36004700086001,Kings County,0,0.0,0,0,0,0,0,0
4015,G36004700088001,Kings County,1885,0.014682743686809677,1270,336,59,1,157,0
4016,G36004700088002,Kings County,1373,0.022512994572613836,440,464,42,4,374,0
4017,G36004700090011,Kings County,1886,0.025299475498678687,958,216,21,4,638,0
4018,G36004700090021,Kings County,1391,0.018811024260947176,602,115,37,0,609,0
4019,G36004700092011,Kings County,674,0.03569915254237288,262,138,7,1,255,0
4020,G36004700092012,Kings County,1413,0.037467186381353906,403,163,5,0,816,0
4021,G36004700092021,Kings County,2348,0.06222175111299555,1014,124,77,2,1050,0
4022,G36004700092022,Kings County,1076,0.05696738670055061,380,179,21,0,464,0
4023,G36004700094011,Kings County,1577,0.04181360201511335,417,139,9,4,974,0
4024,G36004700094012,Kings County,1550,0.04104003389112476,244,13,0,2,1272,0
4025,G36004700094021,Kings County,1338,0.03542494042891183,163,194,16,1,930,0
4026,G36004700094022,Kings County,1830,0.04844730362957668,305,427,23,0,1047,0
4027,G36004700096001,Kings County,1681,0.04463740407339547,813,115,52,0,675,0
4028,G36004700096002,Kings County,1811,0.04794429883779419,741,132,30,0,882,1
4029,G36004700096003,Kings County,1366,0.03625072979141235,767,225,25,0,327,0
4030,G36004700096004,Kings County,1604,0.04261650459641851,962,332,34,0,229,0
4031,G36004700098001,Kings County,2077,0.05503007180139364,1150,117,30,0,756,1
4032,G36004700098002,Kings County,1914,0.05065904398920121,1029,70,32,1,766,0
4033,G36004700098003,Kings County,1899,0.05029664159338913,409,49,5,0,1427,0
4034,G36004700098004,Kings County,1550,0.04108681245858184,754,62,14,0,704,1
4035,G36004700100001,Kings County,1842,0.04877532106447769,525,56,10,1,1226,0
4036,G36004700100002,Kings County,2028,0.053730394234845276,278,169,22,0,1538,1
4037,G36004700100003,Kings County,2158,0.05721557918180131,730,128,19,3,1252,0
4038,G36004700100004,Kings County,1713,0.04538469690546842,892,81,20,7,685,0
4039,G36004700101001,Kings County,1415,0.012177070962634033,675,570,18,0,106,1
4040,G36004700101002,Kings County,1749,0.01977410711257335,988,497,117,2,73,4
4041,G36004700101003,Kings County,1426,0.012954332797354627,680,363,205,5,121,3
4042,G36004700102001,Kings County,2879,0.05085134944185389,411,89,20,0,2333,0
4043,G36004700102002,Kings County,1607,0.027662541097894754,303,125,6,3,1154,0
4044,G36004700102003,Kings County,2092,0.0554304337457937,773,83,20,0,1203,0
4045,G36004700104011,Kings County,1384,0.03671184912066633,94,69,7,0,1198,0
4046,G36004700104012,Kings County,1631,0.042426449548682466,114,87,11,0,1402,1
4047,G36004700104021,Kings County,1396,0.036338079496056434,101,117,6,0,1155,0
4048,G36004700104022,Kings County,1569,0.041559611156729265,113,130,19,0,1290,0
4049,G36004700106011,Kings County,1583,0.0420127922715571,256,56,9,0,1251,0
4050,G36004700106012,Kings County,1454,0.03851145543636605,195,78,1,0,1148,0
4051,G36004700106021,Kings County,1391,0.03683597267093904,61,20,1,1,1302,0
4052,G36004700106022,Kings County,1429,0.037868348526605894,99,57,2,6,1252,0
4053,G36004700108011,Kings County,1210,0.03202583240696628,163,59,6,1,972,0
4054,G36004700108012,Kings County,1666,0.04418160602524663,233,25,0,0,1400,0
4055,G36004700108021,Kings County,1650,0.04372714262998887,172,127,11,5,1324,0
4056,G36004700108022,Kings County,1190,0.0315190041054165,239,113,20,0,804,0
4057,G36004700110001,Kings County,1175,0.011721867517956903,605,236,18,5,272,0
4058,G36004700110002,Kings County,1534,0.026531071101195108,537,412,29,2,517,0
4059,G36004700112001,Kings County,2479,0.03606132898871174,811,885,61,0,620,1
4060,G36004700112002,Kings County,1013,0.03740215625461527,295,355,12,0,324,3
4061,G36004700112003,Kings County,1411,0.037405227718572714,203,738,15,0,336,0
4062,G36004700112004,Kings County,1733,0.045891481079363396,635,305,47,0,683,0
4063,G36004700114001,Kings County,1644,0.027476935419173686,243,881,37,6,363,0
4064,G36004700114002,Kings County,1458,0.028411637469064832,187,758,34,1,400,0
4065,G36004700114003,Kings County,1048,0.01850184488815917,210,308,113,1,350,0
4066,G36004700116001,Kings County,1905,0.02781062497262734,244,261,27,0,1343,2
4067,G36004700116002,Kings County,2141,0.03679705761033961,149,86,12,0,1880,0
4068,G36004700116003,Kings County,1483,0.044159247238185984,165,131,3,0,1165,0
4069,G36004700117001,Kings County,1073,0.014486883497373999,271,601,21,0,123,0
4070,G36004700117002,Kings County,818,0.011035562031190977,239,434,36,1,45,0
4071,G36004700117003,Kings County,781,0.014734737000981058,219,390,46,0,84,0
4072,G36004700118001,Kings County,35,0.0004888609539772331,20,2,2,2,7,0
4073,G36004700118002,Kings County,1407,0.01809972213646187,123,73,5,0,1188,1
4074,G36004700118003,Kings County,1136,0.016251090797247614,140,128,14,1,841,0
4075,G36004700119011,Kings County,352,0.0015078562738815304,72,220,11,0,34,0
4076,G36004700119012,Kings County,1237,0.005753996864839218,278,659,145,1,85,4
4077,G36004700119021,Kings County,0,0.0,0,0,0,0,0,0
4078,G36004700120001,Kings County,1176,0.006082485957526042,144,93,3,0,906,0
4079,G36004700121001,Kings County,1121,0.015071458341736243,246,642,46,0,118,0
4080,G36004700121002,Kings County,795,0.010790341626287715,217,404,30,0,104,0
4081,G36004700122001,Kings County,1962,0.04945304229470182,981,213,37,0,716,0
4082,G36004700122002,Kings County,1852,0.048598719428991285,815,205,10,0,804,0
4083,G36004700122003,Kings County,0,0.0,0,0,0,0,0,0
4084,G36004700122004,Kings County,1707,0.018612004579403586,561,212,26,7,874,1
4085,G36004700126001,Kings County,1245,0.014758529125868324,314,544,35,0,300,0
4086,G36004700126002,Kings County,1125,0.01459333246854326,260,261,20,0,534,0
4087,G36004700126003,Kings County,715,0.009592937451364478,161,248,25,0,264,0
4088,G36004700127001,Kings County,1263,0.02491271672880052,272,575,238,0,96,0
4089,G36004700127002,Kings County,1481,0.017728671127763745,341,526,398,2,122,0
4090,G36004700127003,Kings County,1292,0.04431182906334671,570,16,629,0,47,0
4091,G36004700128011,Kings County,2567,0.022326786925739733,214,494,18,0,1799,0
4092,G36004700129011,Kings County,52,0.003906836964688205,11,2,2,1,4,0
4093,G36004700129012,Kings County,912,0.023487599474619484,151,543,80,1,88,0
4094,G36004700129013,Kings County,628,0.016495061987812566,101,363,42,3,76,1
4095,G36004700129014,Kings County,741,0.01931850770393931,142,358,73,0,104,0
4096,G36004700129021,Kings County,756,0.02008021461393397,77,513,60,1,57,0
4097,G36004700129022,Kings County,2562,0.026214545901035485,389,1168,550,1,262,0
4098,G36004700130001,Kings County,1232,0.03165142328640427,336,432,20,4,381,0
4099,G36004700130002,Kings County,1414,0.02877434321645876,305,798,42,2,195,0
4100,G36004700130003,Kings County,1241,0.03190313375665184,261,703,27,0,193,0
4101,G36004700130004,Kings County,1460,0.02951402927144821,261,728,52,1,331,0
4102,G36004700131001,Kings County,1017,0.026028869778869777,171,513,178,3,87,3
4103,G36004700131002,Kings County,967,0.023684146072644442,136,570,120,1,90,0
4104,G36004700131003,Kings County,854,0.022689231913706528,142,520,52,0,69,0
4105,G36004700131004,Kings County,1141,0.02936559001415519,243,660,84,0,82,0
4106,G36004700132001,Kings County,1054,0.03327440333375426,137,326,17,7,535,0
4107,G36004700132002,Kings County,1816,0.01463312436544133,276,420,0,2,1082,1
4108,G36004700133001,Kings County,1019,0.02666352670277625,185,595,59,0,113,0
4109,G36004700133002,Kings County,1244,0.03253138075313808,130,861,57,1,117,0
4110,G36004700133003,Kings County,995,0.029188301211534512,105,701,32,0,76,1
4111,G36004700133004,Kings County,1153,0.030385284351446794,105,762,42,0,156,0
4112,G36004700134001,Kings County,1506,0.01202462413068994,257,651,18,0,488,0
4113,G36004700134002,Kings County,1307,0.02150519942082401,330,736,24,3,176,0
4114,G36004700134003,Kings County,1399,0.017016566521517017,252,781,29,2,277,0
4115,G36004700135001,Kings County,1137,0.030348325103429868,100,769,124,2,69,1
4116,G36004700135002,Kings County,1390,0.01831332920514881,148,913,68,1,141,1
4117,G36004700135003,Kings County,1272,0.03303810290641802,206,765,41,5,141,0
4118,G36004700136001,Kings County,1065,0.011571433227940936,244,589,15,0,159,1
4119,G36004700136002,Kings County,1028,0.025437988716222906,210,598,15,0,152,0
4120,G36004700136003,Kings County,831,0.020286600102531555,161,527,8,0,108,0
4121,G36004700136004,Kings County,1155,0.028281096963761018,215,732,20,0,127,0
4122,G36004700137001,Kings County,1091,0.02873396718375517,132,733,49,0,92,1
4123,G36004700137002,Kings County,1029,0.02704407474572262,180,656,20,2,103,0
4124,G36004700137003,Kings County,1286,0.016824753058153986,194,787,111,1,85,0
4125,G36004700138001,Kings County,1541,0.01909659830224921,336,874,29,9,215,0
4126,G36004700138002,Kings County,857,0.020970465167494557,176,527,22,6,110,0
4127,G36004700138003,Kings County,849,0.020698734670990076,153,536,21,2,105,0
4128,G36004700139001,Kings County,909,0.024273659474471267,93,647,23,0,70,0
4129,G36004700139002,Kings County,1179,0.031032032216460927,278,671,70,2,91,0
4130,G36004700139003,Kings County,879,0.02286145283362376,113,566,44,3,99,0
4131,G36004700139004,Kings County,760,0.020298603135600012,141,396,136,0,53,0
4132,G36004700140001,Kings County,1016,0.0161693323784515,126,663,8,3,192,2
4133,G36004700140002,Kings County,1120,0.013225170333108978,162,755,10,2,165,1
4134,G36004700141011,Kings County,1621,0.021370281992801866,309,829,216,0,176,2
4135,G36004700141021,Kings County,886,0.02099874386746617,176,516,19,4,114,0
4136,G36004700141022,Kings County,972,0.020490334548980752,167,572,48,4,117,0
4137,G36004700142001,Kings County,1251,0.010076114534251541,273,718,11,4,192,0
4138,G36004700142002,Kings County,958,0.026837740923352758,167,572,32,0,162,0
4139,G36004700142003,Kings County,1225,0.03034281184979689,288,698,31,0,181,0
4140,G36004700143001,Kings County,1256,0.013937591548670603,412,599,38,2,118,1
4141,G36004700143002,Kings County,1336,0.018306636155606407,281,751,51,2,151,0
4142,G36004700143003,Kings County,1113,0.02056921086675291,379,553,49,1,80,0
4143,G36004700145001,Kings County,1238,0.01639843698258163,348,707,41,1,56,0
4144,G36004700145002,Kings County,1221,0.03159529046448441,509,514,45,1,83,0
4145,G36004700145003,Kings County,973,0.02029070131170104,330,410,71,0,77,0
4146,G36004700145004,Kings County,972,0.017824069829277686,307,456,52,8,86,0
4147,G36004700147001,Kings County,715,0.014370415033664959,154,420,37,0,50,0
4148,G36004700147002,Kings County,1527,0.027159220261809905,477,867,40,1,72,1
4149,G36004700148001,Kings County,550,0.009727798510762482,38,428,1,0,72,0
4150,G36004700148002,Kings County,694,0.009022360894435777,105,479,3,0,97,0
4151,G36004700149011,Kings County,834,0.022253648904661527,106,549,26,1,86,0
4152,G36004700149012,Kings County,695,0.018535310433112864,86,453,58,1,53,0
4153,G36004700149021,Kings County,1479,0.02480295153446252,254,967,29,0,126,0
4154,G36004700149022,Kings County,960,0.015637726014008795,198,587,32,0,67,0
4155,G36004700149023,Kings County,1162,0.021583268323488985,203,706,44,0,109,0
4156,G36004700150001,Kings County,882,0.01559957552175451,163,460,2,0,239,0
4157,G36004700150002,Kings County,909,0.011810563243032547,55,585,1,0,254,0
4158,G36004700151001,Kings County,903,0.024291824711484142,68,699,21,0,69,0
4159,G36004700151002,Kings County,1042,0.027814852383748867,71,739,28,0,105,0
4160,G36004700151003,Kings County,1019,0.027202349172450613,167,714,38,0,47,1
4161,G36004700151004,Kings County,732,0.01966895958727429,63,561,18,0,44,0
4162,G36004700152001,Kings County,673,0.004114823759591575,105,403,5,1,137,0
4163,G36004700152002,Kings County,840,0.01744620752679239,135,488,15,0,175,0
4164,G36004700152003,Kings County,1032,0.018287496455911538,130,590,16,0,251,0
4165,G36004700153001,Kings County,137,0.003659285771521675,27,42,22,0,28,1
4166,G36004700153002,Kings County,911,0.024169585057837208,67,705,23,0,71,0
4167,G36004700153003,Kings County,819,0.021652346331791143,68,640,8,0,55,0
4168,G36004700153004,Kings County,766,0.02041523413555076,85,589,18,0,44,0
4169,G36004700154001,Kings County,9,9.75144646455891e-06,2,3,0,0,0,1
4170,G36004700155001,Kings County,704,0.0187863585419224,72,526,29,0,31,0
4171,G36004700155002,Kings County,975,0.026079978601043198,66,767,18,0,70,0
4172,G36004700155003,Kings County,1027,0.02740420535809585,80,766,29,0,79,0
4173,G36004700155004,Kings County,760,0.020369874028410614,59,566,33,0,42,0
4174,G36004700157001,Kings County,1043,0.027669452181987002,98,780,35,0,58,0
4175,G36004700157002,Kings County,1030,0.02742060005856827,70,813,7,1,64,0
4176,G36004700157003,Kings County,1323,0.024152472753162825,102,978,50,3,79,2
4177,G36004700157004,Kings County,1051,0.028106864921241943,55,768,58,0,97,0
4178,G36004700159001,Kings County,984,0.02608004240657302,74,753,27,0,68,2
4179,G36004700159002,Kings County,911,0.02419847531011767,66,651,55,0,69,0
4180,G36004700159003,Kings County,929,0.023109452736318408,101,591,103,0,57,1
4181,G36004700159004,Kings County,988,0.025500064524454767,41,761,34,0,87,0
4182,G36004700159005,Kings County,0,0.0,0,0,0,0,0,0
4183,G36004700159006,Kings County,1394,0.03830301698082102,96,1046,54,0,103,0
4184,G36004700160001,Kings County,1333,0.016640659134885463,345,667,29,0,246,0
4185,G36004700160002,Kings County,1007,0.03066475836657633,258,449,26,0,251,0
4186,G36004700160003,Kings County,1178,0.019616332511823088,224,549,62,0,292,2
4187,G36004700160004,Kings County,944,0.011023658827101384,288,489,25,1,103,1
4188,G36004700161001,Kings County,1152,0.02153552801301105,139,651,182,1,104,4
4189,G36004700161002,Kings County,0,0.0,0,0,0,0,0,0
4190,G36004700161003,Kings County,1191,0.024633394692754763,196,636,123,1,135,0
4191,G36004700161004,Kings County,1107,0.019701715668826083,101,764,75,0,88,0
4192,G36004700162001,Kings County,1027,0.011874754295492913,211,517,93,1,136,0
4193,G36004700162002,Kings County,1191,0.007875629852009574,162,779,37,0,169,0
4194,G36004700163001,Kings County,0,0.0,0,0,0,0,0,0
4195,G36004700163002,Kings County,1907,0.02473122463006912,201,951,337,0,277,0
4196,G36004700163003,Kings County,1417,0.025187528884780833,111,877,228,0,75,1
4197,G36004700163004,Kings County,764,0.0296549314908978,56,484,99,2,63,0
4198,G36004700164000,Kings County,0,,0,0,0,0,0,0
4199,G36004700164001,Kings County,775,0.0009661378049099747,189,319,105,4,81,0
4200,G36004700165001,Kings County,1179,0.0307752545027408,99,856,30,0,107,2
4201,G36004700165002,Kings County,1449,0.02677581491610614,85,1119,37,1,97,0
4202,G36004700165003,Kings County,1463,0.025871368193955684,144,1083,36,3,92,0
4203,G36004700165004,Kings County,989,0.02625431377754181,99,767,25,0,63,0
4204,G36004700166001,Kings County,1006,0.007537613139123659,57,814,0,0,110,1
4205,G36004700166002,Kings County,962,0.007207828210930124,63,734,4,0,142,0
4206,G36004700167001,Kings County,1059,0.028060413354531,76,809,25,0,65,1
4207,G36004700167002,Kings County,1011,0.02681413112667091,116,758,17,0,46,0
4208,G36004700167003,Kings County,1239,0.03275178429817605,111,954,20,1,65,1
4209,G36004700167004,Kings County,1445,0.025970058050717997,201,1004,48,0,99,0
4210,G36004700168000,Kings County,0,,0,0,0,0,0,0
4211,G36004700168001,Kings County,1695,0.01007154061890954,107,1016,17,0,527,0
4212,G36004700169001,Kings County,831,0.022603019175846593,106,558,43,3,63,0
4213,G36004700169002,Kings County,1144,0.031030460845742805,174,613,26,0,261,0
4214,G36004700169003,Kings County,830,0.013435203470491113,118,563,18,4,56,0
4215,G36004700169004,Kings County,991,0.027343965564814304,296,521,34,1,94,0
4216,G36004700169005,Kings County,663,0.017535043639248876,103,439,16,1,69,0
4217,G36004700170001,Kings County,959,0.016413644376743627,97,417,5,0,414,0
4218,G36004700170002,Kings County,1374,0.018220153558499423,169,561,4,0,607,0
4219,G36004700170003,Kings County,1271,0.01689957318937893,140,609,4,0,500,1
4220,G36004700171001,Kings County,1238,0.020020699915906593,135,919,23,0,96,0
4221,G36004700171002,Kings County,742,0.017535981849549784,29,627,6,0,29,0
4222,G36004700171003,Kings County,865,0.01563799399790288,63,647,28,2,61,0
4223,G36004700171004,Kings County,872,0.017786117853427704,89,629,12,1,75,0
4224,G36004700172001,Kings County,1802,0.01542148053059478,221,609,39,1,894,1
4225,G36004700172002,Kings County,1498,0.016743603786871137,201,628,7,0,624,0
4226,G36004700174000,Kings County,0,,0,0,0,0,0,0
4227,G36004700174001,Kings County,1020,0.009097557930037995,83,478,5,0,420,0
4228,G36004700174002,Kings County,930,0.017407580720636407,154,460,4,0,300,0
4229,G36004700175001,Kings County,5,2.549203450397854e-06,2,0,0,0,2,0
4230,G36004700176000,Kings County,0,,0,0,0,0,0,0
4231,G36004700176001,Kings County,1074,0.014655713544936,193,415,13,0,431,0
4232,G36004700176002,Kings County,1344,0.022268615170494086,261,555,17,1,480,2
4233,G36004700177001,Kings County,15,6.4849497286697036e-06,5,2,7,0,0,0
4234,G36004700178001,Kings County,1324,0.019035022140433608,259,490,30,1,506,0
4235,G36004700178002,Kings County,1635,0.017308180894308942,286,476,15,1,830,0
4236,G36004700179001,Kings County,1417,0.03270402511078287,254,17,1048,2,49,0
4237,G36004700179002,Kings County,1739,0.022745405794258062,244,608,560,9,173,0
4238,G36004700179003,Kings County,739,0.019191814262712305,92,329,210,4,69,0
4239,G36004700180001,Kings County,1447,0.015789875710653527,271,507,20,0,616,0
4240,G36004700180002,Kings County,1678,0.019865746386162644,410,526,16,0,697,0
4241,G36004700181001,Kings County,1046,0.03155544829250634,111,580,193,0,96,0
4242,G36004700181002,Kings County,846,0.02425319649102689,85,487,146,1,67,0
4243,G36004700181003,Kings County,1213,0.031537621548541415,73,779,211,2,74,0
4244,G36004700181004,Kings County,1099,0.017477179479024205,98,631,214,2,97,0
4245,G36004700182001,Kings County,1228,0.01825940850222295,168,266,8,0,737,0
4246,G36004700182002,Kings County,2517,0.025628754709296406,355,658,9,3,1459,0
4247,G36004700183001,Kings County,1208,0.017340127754252494,109,704,207,0,66,0
4248,G36004700183002,Kings County,874,0.022596240854210296,90,534,127,0,44,0
4249,G36004700183003,Kings County,702,0.024234473711464772,107,392,91,1,46,0
4250,G36004700184001,Kings County,1231,0.016668246381325063,64,311,0,0,838,0
4251,G36004700184002,Kings County,1229,0.016324416226124377,82,584,7,0,522,0
4252,G36004700185011,Kings County,711,0.024480942051440968,178,267,168,2,53,3
4253,G36004700185012,Kings County,1599,0.049014498973117125,508,21,831,0,195,0
4254,G36004700185013,Kings County,1264,0.05257247431684898,387,18,664,0,159,3
4255,G36004700185014,Kings County,887,0.03493776587364109,259,10,475,12,86,0
4256,G36004700186001,Kings County,1277,0.022602970069207213,141,269,3,1,846,0
4257,G36004700186002,Kings County,1087,0.019219548420177875,146,540,17,4,370,0
4258,G36004700187001,Kings County,1336,0.015576905139445946,217,667,236,0,102,1
4259,G36004700188001,Kings County,1289,0.014798571805793142,323,486,6,0,448,0
4260,G36004700188002,Kings County,1666,0.018908182953126774,203,635,13,1,795,0
4261,G36004700190001,Kings County,1692,0.02579622204265829,568,343,29,2,724,0
4262,G36004700190002,Kings County,1549,0.02714638719966352,450,396,11,1,660,0
4263,G36004700190003,Kings County,1612,0.017855164927671075,335,523,21,0,703,0
4264,G36004700191001,Kings County,1468,0.011031539080053806,247,768,104,0,235,1
4265,G36004700191002,Kings County,1150,0.016794205268999357,208,491,229,2,127,1
4266,G36004700191003,Kings County,809,0.015483846271627622,115,375,229,1,49,0
4267,G36004700192001,Kings County,1119,0.035961050229777934,146,820,9,0,76,0
4268,G36004700192002,Kings County,1137,0.012228436222843623,277,477,7,0,306,0
4269,G36004700192003,Kings County,1211,0.02102175082889232,198,179,7,0,811,0
4270,G36004700192004,Kings County,74,0.009151620084095969,56,16,0,0,1,0
4271,G36004700193001,Kings County,2567,0.03563891819847837,375,826,652,14,534,5
4272,G36004700193002,Kings County,1050,0.033284727065238065,187,562,115,1,100,4
4273,G36004700193003,Kings County,680,0.006947282386595832,63,288,41,0,249,1
4274,G36004700193004,Kings County,1982,0.02902838395969419,266,266,1265,4,90,0
4275,G36004700194001,Kings County,1518,0.024903208871973226,365,206,15,0,911,0
4276,G36004700194002,Kings County,918,0.0234375,246,158,10,0,486,0
4277,G36004700194003,Kings County,1134,0.014483498518442833,193,317,7,0,598,0
4278,G36004700195001,Kings County,821,0.024279884071686283,163,440,104,3,55,0
4279,G36004700195002,Kings County,912,0.026715880130064155,125,457,190,1,66,0
4280,G36004700195003,Kings County,1245,0.036748428229876916,119,549,432,1,68,0
4281,G36004700195004,Kings County,706,0.02005795783851355,102,327,173,5,47,0
4282,G36004700196001,Kings County,1698,0.030078650889251046,424,398,23,0,814,0
4283,G36004700196002,Kings County,1380,0.018317935648295636,236,558,4,0,567,0
4284,G36004700196003,Kings County,1613,0.02853857041755131,313,585,11,0,669,2
4285,G36004700197001,Kings County,417,0.015020531661984008,24,257,71,0,31,0
4286,G36004700197002,Kings County,924,0.02202622169249106,77,518,207,0,49,0
4287,G36004700197003,Kings County,1279,0.022951584538635467,101,599,381,3,106,0
4288,G36004700197004,Kings County,965,0.021743538901782294,110,505,207,1,63,0
4289,G36004700198001,Kings County,796,0.013733372440089025,127,396,11,2,240,0
4290,G36004700198002,Kings County,1265,0.01648122573416369,195,504,11,1,525,0
4291,G36004700199001,Kings County,619,0.01488481700572308,50,310,171,1,44,0
4292,G36004700199002,Kings County,747,0.024462127910403773,86,317,215,2,50,0
4293,G36004700199003,Kings County,1525,0.020411714316307956,177,754,294,1,194,0
4294,G36004700199004,Kings County,1087,0.025832362936381567,159,457,359,0,61,0
4295,G36004700200001,Kings County,1316,0.0226943505552873,233,458,16,0,581,0
