,GISJOIN,COUNTY,Population,Population_density,Hispanic,White,Black,Native,Asian,Pacific
11458,G36008100538002,Queens County,826,0.009389030974708725,65,4,671,0,37,0
11459,G36008100539011,Queens County,932,0.004085855574650159,522,218,40,0,106,0
11460,G36008100539012,Queens County,1903,0.011821711445876688,823,515,33,0,482,0
11461,G36008100539013,Queens County,1133,0.02268995073497016,536,441,31,3,92,0
11462,G36008100539021,Queens County,88,0.0005316353223341207,19,48,2,0,12,0
11463,G36008100540001,Queens County,1950,0.009145183302302242,406,22,1076,13,246,0
11464,G36008100540002,Queens County,1197,0.007345721439442289,143,30,764,5,130,0
11465,G36008100540003,Queens County,1485,0.010134166814527687,173,44,943,8,171,5
11466,G36008100542001,Queens County,1047,0.010850415569879993,186,43,175,19,416,3
11467,G36008100542002,Queens County,1255,0.009486948830950886,246,63,230,16,403,2
11468,G36008100542003,Queens County,1563,0.010066465723780818,314,67,443,38,348,5
11469,G36008100542004,Queens County,1284,0.008137088392608178,213,60,291,25,382,0
11470,G36008100545001,Queens County,1054,0.029878671051139585,564,335,34,2,82,1
11471,G36008100545002,Queens County,1239,0.03065314200890648,831,269,28,0,70,2
11472,G36008100545003,Queens County,1355,0.03586743607390545,833,300,29,3,136,0
11473,G36008100547001,Queens County,1419,0.025564343235988253,780,462,46,0,78,0
11474,G36008100547002,Queens County,1487,0.03941474275717656,898,248,77,3,211,0
11475,G36008100547003,Queens County,1260,0.03507892758707091,736,265,51,1,188,0
11476,G36008100548001,Queens County,1205,0.009080222446611306,139,25,212,38,542,0
11477,G36008100548002,Queens County,1131,0.012165607150924521,164,49,195,16,554,1
11478,G36008100549001,Queens County,1108,0.029212475941891428,583,382,29,2,61,3
11479,G36008100549002,Queens County,1124,0.03703825748838435,601,325,40,0,124,1
11480,G36008100549003,Queens County,1567,0.04145283318342945,995,265,60,7,162,2
11481,G36008100549004,Queens County,1133,0.01946668499364283,580,267,27,2,196,0
11482,G36008100551001,Queens County,844,0.018967570847472862,295,369,21,0,118,0
11483,G36008100551002,Queens County,1266,0.03394101876675603,551,357,62,1,239,0
11484,G36008100551003,Queens County,1040,0.0350227310995117,406,472,26,1,86,0
11485,G36008100551004,Queens County,1424,0.03262986641002727,592,671,47,3,72,0
11486,G36008100552001,Queens County,1915,0.0067033043965275835,514,116,557,12,550,0
11487,G36008100552002,Queens County,1259,0.009549816057951226,218,63,210,10,544,13
11488,G36008100553001,Queens County,1208,0.01445996576531284,743,240,65,2,91,1
11489,G36008100553002,Queens County,1648,0.030812377302047302,656,418,130,0,385,0
11490,G36008100554001,Queens County,1277,0.011756582581476709,209,118,174,2,694,0
11491,G36008100554002,Queens County,1210,0.010856302038472581,291,121,244,11,443,0
11492,G36008100555001,Queens County,864,0.017848289538919187,492,169,60,0,114,0
11493,G36008100555002,Queens County,1071,0.010170167508641319,732,155,55,1,68,2
11494,G36008100556001,Queens County,1557,0.010347921443525072,316,97,176,17,732,3
11495,G36008100556002,Queens County,685,0.008961511290195975,157,63,92,7,257,0
11496,G36008100557001,Queens County,1573,0.02632415697431177,821,438,43,0,238,0
11497,G36008100557002,Queens County,1251,0.008718195312663336,711,375,30,0,89,1
11498,G36008100557003,Queens County,1142,0.03216176636250986,617,352,55,0,91,0
11499,G36008100558001,Queens County,667,0.008744329950968825,156,52,87,5,248,1
11500,G36008100558002,Queens County,1043,0.008985027825158079,256,94,197,31,301,2
11501,G36008100559001,Queens County,1178,0.007428661516632508,717,210,77,2,101,1
11502,G36008100560001,Queens County,884,0.008177235095508996,221,97,75,5,409,0
11503,G36008100560002,Queens County,859,0.008154856839067366,243,107,122,17,306,0
11504,G36008100561001,Queens County,20,7.086722706107585e-06,5,10,0,1,0,0
11505,G36008100562001,Queens County,1460,0.009091305349548237,472,172,235,1,420,3
11506,G36008100564001,Queens County,1559,0.008326034479075432,490,189,237,24,418,0
11507,G36008100565001,Queens County,1681,0.014271887522923318,1298,219,71,0,48,0
11508,G36008100566001,Queens County,812,0.008820813644017165,181,56,165,1,246,0
11509,G36008100566002,Queens County,769,0.007533381008826497,186,68,165,6,216,0
11510,G36008100567001,Queens County,740,0.010771470160116448,343,339,7,2,31,0
11511,G36008100567002,Queens County,1356,0.012954753897890553,704,519,19,2,67,2
11512,G36008100567003,Queens County,1181,0.01648474358616454,834,291,5,0,33,0
11513,G36008100567004,Queens County,1474,0.021544982825403784,806,522,44,4,63,0
11514,G36008100568001,Queens County,1966,0.006668837600575297,415,111,1061,11,212,2
11515,G36008100568002,Queens County,945,0.004162500495535773,140,32,597,9,83,0
11516,G36008100568003,Queens County,824,0.00848068174800848,144,40,521,0,63,0
11517,G36008100568004,Queens County,1127,0.004857653929872201,225,33,639,1,159,0
11518,G36008100577001,Queens County,1053,0.019883305953662268,417,519,62,2,40,0
11519,G36008100577002,Queens County,1498,0.02007908317136921,749,631,23,0,64,2
11520,G36008100577003,Queens County,1472,0.024933938613727218,745,649,30,0,25,1
11521,G36008100579001,Queens County,1126,0.03189620984646762,549,535,6,0,11,1
11522,G36008100579002,Queens County,617,0.018670943533256674,287,261,9,1,41,0
11523,G36008100580001,Queens County,797,0.004923947560267389,82,21,581,7,43,0
11524,G36008100580002,Queens County,1141,0.00669781748594104,163,12,849,5,52,0
11525,G36008100580003,Queens County,964,0.00823080404026605,125,16,648,7,80,4
11526,G36008100580004,Queens County,687,0.006794244177421748,61,11,513,3,39,0
11527,G36008100581001,Queens County,1065,0.017198223657650384,388,579,31,0,46,0
11528,G36008100581002,Queens County,1720,0.021057528678640077,685,845,53,0,98,0
11529,G36008100582001,Queens County,1274,0.007592914868762963,181,44,859,4,56,1
11530,G36008100582002,Queens County,2068,0.008106148207671051,337,52,1382,4,122,2
11531,G36008100582003,Queens County,1167,0.008291532263794353,95,10,902,3,35,0
11532,G36008100583001,Queens County,1446,0.025780915703893882,544,713,54,0,99,0
11533,G36008100583002,Queens County,1146,0.022149207576343255,399,581,27,3,72,0
11534,G36008100583003,Queens County,770,0.0218223040952246,228,461,23,0,26,0
11535,G36008100585001,Queens County,1204,0.0223020783166006,526,512,25,0,111,0
11536,G36008100585002,Queens County,1262,0.02384416271468249,407,676,16,3,134,0
11537,G36008100585003,Queens County,1662,0.025867704280155644,613,853,23,0,137,0
11538,G36008100587001,Queens County,1441,0.01942807835946664,375,875,31,2,111,2
11539,G36008100587002,Queens County,744,0.020159869936322992,171,470,22,0,68,1
11540,G36008100587003,Queens County,1151,0.03440442385293678,344,670,17,1,93,0
11541,G36008100589001,Queens County,1541,0.030431090661347974,731,684,45,3,32,1
11542,G36008100589002,Queens County,1551,0.02830963549747203,522,940,18,0,22,5
11543,G36008100589003,Queens County,1216,0.020318818300304114,495,578,15,0,63,1
11544,G36008100590001,Queens County,1182,0.0074526642328863,105,20,962,5,14,1
11545,G36008100591001,Queens County,1282,0.02412404501147868,589,567,42,0,48,0
11546,G36008100591002,Queens County,1303,0.02580606828804563,736,422,44,3,53,1
11547,G36008100591003,Queens County,1302,0.026459650049789663,651,502,28,7,48,0
11548,G36008100591004,Queens County,1339,0.027204941181251142,648,523,20,0,100,0
11549,G36008100592001,Queens County,1186,0.005244608356881006,65,30,1010,0,15,0
11550,G36008100593001,Queens County,1391,0.01284063215419836,408,795,40,2,79,0
11551,G36008100593002,Queens County,2701,0.01878094231518051,633,1768,38,0,194,1
11552,G36008100594001,Queens County,813,0.006590092974620441,55,40,662,1,5,0
11553,G36008100594002,Queens County,693,0.007022770802298362,53,2,576,0,9,0
11554,G36008100595011,Queens County,1046,0.0150766081955635,315,572,20,0,121,0
11555,G36008100595012,Queens County,1045,0.010945732211875857,393,527,14,5,81,0
11556,G36008100595021,Queens County,1119,0.007602728557451897,584,427,32,3,52,0
11557,G36008100595022,Queens County,1593,0.01896112552669793,889,569,43,0,58,2
11558,G36008100596001,Queens County,642,0.006665489996573813,45,8,541,1,5,0
11559,G36008100596002,Queens County,731,0.007441491148595686,38,18,631,5,8,0
11560,G36008100598001,Queens County,648,0.006763456460249037,23,8,553,2,13,1
11561,G36008100598002,Queens County,1116,0.010084762610471526,79,19,927,0,29,0
11562,G36008100599001,Queens County,704,0.012235179617303046,194,408,21,0,70,0
11563,G36008100599002,Queens County,890,0.0127980213396221,254,496,9,2,107,0
11564,G36008100600001,Queens County,1223,0.006920669771442476,90,19,1039,0,7,1
11565,G36008100601001,Queens County,1368,0.018210620199411616,464,748,12,1,110,0
11566,G36008100601002,Queens County,1046,0.013189584515478216,375,520,21,0,84,2
11567,G36008100603001,Queens County,1854,0.010222310440651052,651,1044,23,4,92,0
11568,G36008100606001,Queens County,639,0.006374637124529883,40,10,540,3,17,1
11569,G36008100606002,Queens County,689,0.005988440311155534,49,8,585,0,8,1
11570,G36008100607011,Queens County,3,4.207638547018257e-06,0,3,0,0,0,0
11571,G36008100608001,Queens County,1475,0.006975776321141095,73,11,1272,1,35,0
11572,G36008100610001,Queens County,1204,0.005083128572755444,63,6,1073,0,1,0
11573,G36008100612001,Queens County,752,0.006064565036814813,43,0,655,7,9,0
11574,G36008100612002,Queens County,800,0.005776298403575529,33,13,700,3,14,0
11575,G36008100613011,Queens County,1270,0.004599482829804649,530,563,14,0,136,0
11576,G36008100613012,Queens County,1236,0.00403290274374427,407,671,19,0,96,0
11577,G36008100613013,Queens County,1456,0.021223252288496298,368,880,39,0,126,0
11578,G36008100613014,Queens County,1801,0.02928360053331599,520,1050,47,0,121,0
11579,G36008100613021,Queens County,0,0.0,0,0,0,0,0,0
11580,G36008100614001,Queens County,1205,0.004675036469164158,88,22,1031,4,6,0
11581,G36008100616011,Queens County,838,0.005710897728589245,57,7,751,0,5,0
11582,G36008100616012,Queens County,727,0.0054765832749516,33,2,639,6,8,0
11583,G36008100616013,Queens County,530,0.00526200830007347,26,2,440,4,1,0
11584,G36008100616021,Queens County,779,0.003958494247733648,78,12,639,0,7,0
11585,G36008100616022,Queens County,623,0.002762541183148055,65,17,429,3,20,0
11586,G36008100618001,Queens County,739,0.008278256973227288,31,19,637,2,14,0
11587,G36008100618002,Queens County,997,0.006547407961963303,79,12,810,0,17,0
11588,G36008100619001,Queens County,1745,0.013116060221131515,502,1077,21,1,90,0
11589,G36008100619002,Queens County,1352,0.010832031406481592,360,835,54,0,73,0
11590,G36008100620001,Queens County,1419,0.006562092470472896,120,22,1184,5,0,0
11591,G36008100621001,Queens County,1024,0.012855116311184201,379,516,22,0,63,1
11592,G36008100621002,Queens County,970,0.008080235909567999,353,471,68,0,47,1
11593,G36008100621003,Queens County,1157,0.019754477624682,413,702,0,0,18,1
11594,G36008100622001,Queens County,1010,0.004159768041449411,56,15,869,0,8,2
11595,G36008100622002,Queens County,969,0.004982824937778966,91,8,821,0,15,0
11596,G36008100623001,Queens County,917,0.011220007586046568,350,495,15,1,30,0
11597,G36008100623002,Queens County,1006,0.013426401697652381,322,592,35,1,31,0
11598,G36008100624001,Queens County,0,0.0,0,0,0,0,0,0
11599,G36008100625001,Queens County,1126,0.01225578231292517,412,640,23,1,14,0
11600,G36008100625002,Queens County,1499,0.014021926214173464,504,889,18,0,60,0
11601,G36008100626001,Queens County,673,0.005523048263071077,74,11,544,0,9,0
11602,G36008100626002,Queens County,1220,0.006885070120488727,112,15,1009,5,13,0
11603,G36008100626003,Queens County,796,0.006106729677478749,58,13,676,6,9,1
11604,G36008100627001,Queens County,1530,0.0165559330837319,458,898,44,1,84,0
11605,G36008100627002,Queens County,1480,0.022807125685754794,667,706,8,2,71,0
11606,G36008100629001,Queens County,1043,0.015361729704253565,447,502,28,3,24,0
11607,G36008100629002,Queens County,1153,0.017121050130672368,459,591,25,1,39,1
11608,G36008100629003,Queens County,846,0.017519155104576516,325,472,10,0,23,0
11609,G36008100630001,Queens County,972,0.008387915188857535,60,14,812,1,2,2
11610,G36008100630002,Queens County,630,0.008445493055927933,46,5,541,0,2,0
11611,G36008100632001,Queens County,723,0.008420979069848702,33,9,652,4,0,0
11612,G36008100632002,Queens County,1538,0.007291483944986749,111,37,1280,6,17,0
11613,G36008100633011,Queens County,1587,0.011778676661594982,405,1039,20,3,78,0
11614,G36008100633021,Queens County,704,0.011371161829077223,168,489,7,0,30,1
11615,G36008100633022,Queens County,961,0.012508460457125007,279,597,23,0,51,0
11616,G36008100635001,Queens County,1018,0.011325330692981188,245,702,15,3,28,0
11617,G36008100635002,Queens County,1766,0.01773573157382021,661,987,16,1,49,0
11618,G36008100637001,Queens County,48,0.00034123141888289365,10,25,0,0,10,0
11619,G36008100637002,Queens County,1136,0.008058566483173487,318,648,30,0,116,0
11620,G36008100637003,Queens County,1409,0.005218131990222946,272,920,103,3,76,0
11621,G36008100637004,Queens County,914,0.006370581019292963,230,552,15,0,87,0
11622,G36008100638001,Queens County,741,0.004164067636596591,88,27,542,0,24,0
11623,G36008100638002,Queens County,762,0.004438826332376054,133,52,509,4,12,0
11624,G36008100638003,Queens County,541,0.006296701506087199,75,22,364,3,21,0
11625,G36008100638004,Queens County,865,0.0064665161550767755,87,39,632,0,35,2
11626,G36008100638005,Queens County,675,0.005556653166057493,71,19,523,0,18,5
11627,G36008100639001,Queens County,2045,0.012670227134731912,510,1204,99,2,179,0
11628,G36008100639002,Queens County,749,0.008287873590563554,335,292,12,1,84,0
11629,G36008100641011,Queens County,2378,0.027827511555789598,569,1503,34,3,209,0
11630,G36008100641021,Queens County,4,1.7974490602936312e-06,3,1,0,0,0,0
11631,G36008100645001,Queens County,812,0.00775949391281081,157,405,18,0,203,1
11632,G36008100645002,Queens County,1252,0.006108926253744889,291,438,22,0,445,0
11633,G36008100646001,Queens County,1701,0.008317279012683728,146,29,1391,0,23,0
11634,G36008100646002,Queens County,1324,0.00652866399076914,72,8,1148,1,16,0
11635,G36008100650001,Queens County,1363,0.006971403436088649,84,6,1184,7,13,1
11636,G36008100650002,Queens County,1468,0.007179151119174887,91,23,1226,2,9,0
11637,G36008100654011,Queens County,1105,0.005378044922492882,152,39,824,0,23,0
11638,G36008100654012,Queens County,1012,0.009715168911459484,114,27,775,7,20,0
11639,G36008100654013,Queens County,719,0.005924619720166779,57,47,538,2,28,0
11640,G36008100654021,Queens County,5,1.9798059790140567e-05,2,0,0,0,0,0
11641,G36008100655011,Queens County,3,3.694194573228172e-06,2,0,0,0,0,0
11642,G36008100656001,Queens County,1371,0.008006727753736181,143,44,1024,4,77,0
11643,G36008100656002,Queens County,1252,0.009360537707565437,119,39,965,0,24,0
11644,G36008100656003,Queens County,2800,0.009740824491215863,283,53,2247,12,57,0
11645,G36008100657021,Queens County,1775,0.012317321971326662,418,1241,9,0,67,0
11646,G36008100657031,Queens County,1140,0.012176104928118258,201,849,5,0,54,0
11647,G36008100657032,Queens County,880,0.008760664615874722,152,669,8,0,32,0
11648,G36008100657033,Queens County,809,0.010877164676777455,87,652,3,0,41,0
11649,G36008100659001,Queens County,925,0.010066383719664817,82,752,0,2,74,0
11650,G36008100659002,Queens County,925,0.009081002542680712,87,757,1,0,66,1
11651,G36008100660001,Queens County,1493,0.009754535891857282,127,55,1146,3,36,0
11652,G36008100660002,Queens County,2018,0.008642398286937901,224,88,1543,8,54,0
11653,G36008100661001,Queens County,1573,0.011776067557046176,203,1252,5,1,86,0
11654,G36008100663011,Queens County,1481,0.01011936892308323,230,874,14,2,318,1
11655,G36008100663012,Queens County,1232,0.009195402298850575,135,840,3,2,219,1
11656,G36008100663021,Queens County,4,1.6336932904216562e-05,4,0,0,0,0,0
11657,G36008100664011,Queens County,400,0.0005237994843194076,111,66,165,1,14,0
11658,G36008100664012,Queens County,1523,0.004361834662695288,173,33,1199,3,17,1
11659,G36008100664021,Queens County,1182,0.009149952392379684,120,64,904,6,5,0
11660,G36008100664022,Queens County,1281,0.009976557814970288,107,20,996,9,25,0
11661,G36008100664023,Queens County,1479,0.01090177347308832,101,64,1175,7,27,0
11662,G36008100664031,Queens County,1462,0.011712960366610852,177,25,1142,11,38,0
11663,G36008100664032,Queens County,1738,0.013086166912628377,166,63,1397,5,39,2
11664,G36008100664033,Queens County,1280,0.013805599896458002,152,15,1028,9,18,0
11665,G36008100664041,Queens County,0,0.0,0,0,0,0,0,0
11666,G36008100665011,Queens County,957,0.01132772273711871,147,729,10,2,40,0
11667,G36008100665012,Queens County,978,0.010895479155990286,151,766,10,2,22,0
11668,G36008100665013,Queens County,1007,0.010770053475935829,127,776,2,0,77,0
