School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of,data_year
P.S. 36 - QUEENS,Q,29,STANDALONE GYM ANNEX,8650000,CIP,Q357,187-01 FOCH BLVD,Queens,11412,Q,40.690828,-73.763907,412,27,366,4268900,4124390032,St. Albans,"(40.690828, -73.763907)",8/4/22,2022
MIDWOOD HS - BROOKLYN,K,22,ELECTRICAL WORK FOR A/C INITIATIVE,4510,CIP,K405,2839 BEDFORD AVENUE,Brooklyn,11210,K,40.633237,-73.952929,314,45,772,3205788,3075530041,Flatbush,"(40.633237, -73.952929)",8/4/22,2022
P.S. 92 - BROOKLYN,K,17,NYS AUDITORIUM UPGRADE,448000,CIP,K092,601 PARKSIDE AVENUE,Brooklyn,11226,K,40.656046,-73.953742,309,40,802,3115866,3050490055,Prospect Lefferts Gardens-Wingate,"(40.656046, -73.953742)",8/4/22,2022
AUGUST MARTIN HS - QUEENS,Q,27,LL 26-EXIT SIGNS / LL 41/16 COMPLIANCE (004961) / LL 41/16 COMPLIANCE (004964) / LL 41/16 COMPLIANCE (004966) / LL 41/16 COMPLIANCE (004967) / LL 41/16 COMPLIANCE (004968) / LL 41/16 COMPLIANCE (004969) / LL 41/16 COMPLIANCE (004970) / LL 41/16 COMPLIANC,1798106.71,CIP,Q400,156-10 BAISLEY BOULEVARD,Queens,11434,Q,40.675633,-73.783342,412,28,294,4265978,4122610001,Springfield Gardens North,"(40.675633, -73.783342)",8/4/22,2022
I.S. 424 - BRONX,X,8,IPDVS CAMERA INSTALLATION,197200,CIP,X074,730 BRYANT AVENUE,Bronx,10474,X,40.815455,-73.88577,202,17,117,2006566,2027630279,Hunts Point,"(40.815455, -73.88577)",8/4/22,2022
P.S. 163 - MANHATTAN,M,3,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,19848013,CIP,M163,163 WEST 97 STREET,Manhattan,10025,M,40.794264,-73.968706,107,7,185,1055908,1018520099,Upper West Side,"(40.794264, -73.968706)",8/4/22,2022
P.S. 214 - BRONX,X,12,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,169336.86,CIP,X167,1970 WEST FARMS ROAD,Bronx,10460,X,40.839565,-73.880358,206,17,60,2094603,2030210038,Crotona Park East,"(40.839565, -73.880358)",8/4/22,2022
P.S. 1 - BROOKLYN,K,15,FY19 RESO A AUDITORIUM UPGRADE,357000,CIP,K001,309 47TH STREET,Brooklyn,11220,K,40.649042,-74.012289,307,38,80,3011821,3007550022,Sunset Park West,"(40.649042, -74.012289)",8/4/22,2022
BROOKLYN INTERNATIONAL HS - K,K,13,LSP VACUUM PUMP SET REPLACEMENT,37969,CIP,K805,49 FLATBUSH AVENUE EXTENSION,Brooklyn,11201,K,40.697339,-73.985016,302,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.697339, -73.985016)",8/4/22,2022
I.S. 221 - BRONX,X,7,LOW-VOLTAGE ELECTRICAL / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7564000,CIP,X149,360 EAST 145 STREET,Bronx,10454,X,40.813983,-73.920782,201,8,43,2097038,2023060054,Mott Haven-Port Morris,"(40.813983, -73.920782)",8/4/22,2022
GROVER CLEVELAND HS - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,966000,CIP,Q485,21-27 HIMROD STREET,Queens,11385,Q,40.711033,-73.908814,405,30,595,4080227,4033630001,Ridgewood,"(40.711033, -73.908814)",8/4/22,2022
P.S. 242 - MANHATTAN,M,3,EXTERIOR MASONRY,3295679,CIP,M144,134 WEST 122 STREET,Manhattan,10027,M,40.8063,-73.948013,110,9,220,1057683,1019060011,Central Harlem South,"(40.8063, -73.948013)",8/4/22,2022
P.S. 503 - BROOKLYN,K,20,LSP FY16 RESO A EXTERIOR PLAYGROUND LIGHTING,149727.77,CIP,K314,330 59 STREET,Brooklyn,11220,K,40.642121,-74.018997,307,38,74,3016258,3008620012,Sunset Park West,"(40.642121, -74.018997)",8/4/22,2022
GEORGE WESTINGHOUSE VOC. HS,K,13,LSP- VACUUM PUMP & STEAM TRAPS REPLACEMENT,175902,CIP,K580,105 JOHNSON STREET,Brooklyn,11201,K,40.694926,-73.986015,302,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.694926, -73.986015)",8/4/22,2022
HERBERT H. LEHMAN HS - X,X,8,GAS METER ROOM COMPLIANCE PROJECT,14432,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,X,40.840702,-73.838545,210,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park,"(40.840702, -73.838545)",8/4/22,2022
PRE-K CENTER @ 68-20 MYRTLE AVENUE - QUEENS,Q,24,Lease,9008911,CAP,Q392,68-20 MYRTLE AVENUE,Queens,11385,Q,40.701684,-73.883891,405,30,629,4090330,4037030007,Glendale,"(40.701684, -73.883891)",8/4/22,2022
P.S. @ 140 BEACH 112 STREET - QUEENS,Q,27,Lease,18731977,CAP,Q593,140 BEACH 112 STREET,Queens,11694,Q,40.57978,-73.833131,414,32,938,4303856,4161840001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.57978, -73.833131)",8/4/22,2022
P.S. 186 - BROOKLYN,K,20,COVID VENTILATION,701441,CIP,K186,7601 19 AVENUE,Brooklyn,11214,K,40.611483,-73.994677,311,47,274,3160923,3062390001,Bensonhurst West,"(40.611483, -73.994677)",8/4/22,2022
I.S. 204 - QUEENS,Q,30,EXTERIOR MASONRY / PARAPETS / WINDOWS,13889000,CIP,Q204,36-41 28 STREET,Queens,11106,Q,40.757065,-73.932664,401,26,51,4004156,4003430001,Queensbridge-Ravenswood-Long Island City,"(40.757065, -73.932664)",8/4/22,2022
P.S. 158 - BROOKLYN,K,19,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PAVED AREAS-CONCRETE / ROOFS / WINDOWS,18237000,CIP,K158,400 ASHFORD STREET,Brooklyn,11207,K,40.672579,-73.884803,305,37,1150,3089176,3040150001,East New York,"(40.672579, -73.884803)",8/4/22,2022
P.S. 46 - STATEN ISLAND,R,31,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,1053731.65,CIP,R046,41 REID AVENUE,Staten Island,10305,R,40.59377,-74.08058,502,50,64,5047613,5032430001,Grasmere-Arrochar-Ft. Wadsworth,"(40.59377, -74.08058)",8/4/22,2022
I.S. 162 - BROOKLYN,K,32,LL 26-EXIT SIGNS,55103,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11237,K,40.707229,-73.919805,304,34,445,3073018,3032120001,Bushwick North,"(40.707229, -73.919805)",8/4/22,2022
P.S. 295 - BROOKLYN,K,15,CAFETERIA/GYMNASIUM FLOOR SUBSTRATE / CLASSROOMS & CORRIDOR FLOORS / EXTERIOR MASONRY / FLOOD ELIMINATION / FY13 RESO A GYMNASIUM UPGRADE / GYMNASIUM FLOOR / PARAPETS / ROOFS,9114000,CIP,K845,330 18 STREET,Brooklyn,11215,K,40.660976,-73.988297,307,38,147,3331274,3008800001,Sunset Park West,"(40.660976, -73.988297)",8/4/22,2022
MANHTN CT FOR MATH & SCI. HS - M,M,4,RPZ BACKFLOW PREVENTION DEVICES,747000,CIP,M435,260 PLEASANT AVENUE,Manhattan,10029,M,40.793856,-73.934028,111,8,178,1053152,1017130001,East Harlem North,"(40.793856, -73.934028)",8/4/22,2022
I.S. 653 - BROOKLYN,K,13,New,41830000,CAP,K653,491 DEAN STREET,Brooklyn,11217,K,40.681392,-73.973655,308,35,161,3000000,3011280087,Prospect Heights,"(40.681392, -73.973655)",8/4/22,2022
P.S. 118 - QUEENS,Q,29,LSP DOMESTIC WATER HEATER REPLACEMENT,167718.72,CIP,Q118,190-20 109 ROAD,Queens,11412,Q,40.703585,-73.765838,412,27,504,4233850,4109260050,Hollis,"(40.703585, -73.765838)",8/4/22,2022
P.S. 72 - MANHATTAN,M,4,ELECTRICAL WORK FOR A/C INITIATIVE,3881.67,CIP,M072,131 EAST 104 STREET,Manhattan,10029,M,40.791179,-73.947776,111,8,166,1081340,1016320011,East Harlem South,"(40.791179, -73.947776)",8/4/22,2022
MARTIN VAN BUREN HS - QUEENS,Q,26,FY18 RESO A AUDITORIUM  UPGRADE,321000,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,Q,40.733066,-73.738756,413,23,1301,4166101,4079300002,Bellerose,"(40.733066, -73.738756)",8/4/22,2022
P.S. 33 - QUEENS,Q,29,FY19 RESO A GYMNASIUM UPGRADE,82488,CIP,Q033,91-37 222 STREET,Queens,11428,Q,40.727134,-73.735077,413,23,560,4230589,4107560001,Queens Village,"(40.727134, -73.735077)",8/4/22,2022
I.S. 390 - BRONX,X,10,FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,490000,CIP,X026,1930 ANDREWS AVENUE,Bronx,10453,X,40.854701,-73.913197,205,14,24502,2014692,2032160002,University Heights-Morris Heights,"(40.854701, -73.913197)",8/4/22,2022
MURRAY HILL ACADEMY HS - M,M,2,CHARTER MATCH INTERIOR SPACES,407000,CIP,M620,111 EAST 33 STREET,Manhattan,10016,M,40.746176,-73.981241,105,2,72,1087537,1008897501,Murray Hill-Kips Bay,"(40.746176, -73.981241)",8/4/22,2022
P.S. 54 - BROOKLYN,K,13,FLOOD ELIMINATION,1235100,CIP,K054,195 SANDFORD STREET,Brooklyn,11205,K,40.693018,-73.953034,303,33,241,3049020,3017650015,Bedford,"(40.693018, -73.953034)",8/4/22,2022
P.S. 1 - MANHATTAN,M,2,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOF / WINDOWS,24910000,CIP,M001,8 HENRY STREET,Manhattan,10038,M,40.71276,-73.997489,103,1,27,1003375,1002790040,Chinatown,"(40.71276, -73.997489)",8/4/22,2022
I.S. 348 - MANHATTAN,M,6,LOW VOLTAGE ELECTRICAL SYSTEM / PUBLIC ADDRESS SYSTEM / WATER MAIN / BACKFLOW PREVENTION,2380000,CIP,M859,512 WEST 182 STREET,Manhattan,10033,M,40.848925,-73.931028,112,10,269,1063699,1021550006,Washington Heights North,"(40.848925, -73.931028)",8/4/22,2022
P.S. 107 - QUEENS,Q,25,FY16 RESO A MEDIA CENTER UPGRADE,338339.03,CIP,Q107,167-02 45 AVENUE,Queens,11358,Q,40.756013,-73.799706,407,19,1195,4123454,4054460018,East Flushing,"(40.756013, -73.799706)",8/4/22,2022
I.S. 339 - BRONX,X,9,PA SYSTEM REPLACEMENT,928000,CIP,X147,1600 WEBSTER AVENUE,Bronx,10457,X,40.840878,-73.904754,203,16,167,2009400,2028970005,Claremont-Bathgate,"(40.840878, -73.904754)",8/4/22,2022
PORT RICHMOND HS - R,R,31,ATHLETIC FIELD,15621000,CIP,R446,39 INNIS STREET,Staten Island,10302,R,40.633704,-74.142364,501,49,213,5026076,5011210001,Port Richmond,"(40.633704, -74.142364)",8/4/22,2022
P.S. 48 - MANHATTAN,M,6,PATH OF TRAVEL PLAYGROUND / PLAYGROUND,755000,CIP,M048,4360-78 BROADWAY,Manhattan,10033,M,40.853466,-73.934048,112,10,271,1076752,1021670029,Washington Heights North,"(40.853466, -73.934048)",8/4/22,2022
P.S. 174 - QUEENS,Q,28,EXISTING BUILDING-IPDVS,29225,CIP,Q174,65-10 DIETERLE CRESCENT,Queens,11374,Q,40.720924,-73.86135,406,29,69702,4073904,4031340024,Rego Park,"(40.720924, -73.86135)",8/4/22,2022
J.H.S. 72 - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,157118.72,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11434,Q,40.673769,-73.775951,412,28,33402,4270059,4124950270,Springfield Gardens North,"(40.673769, -73.775951)",8/4/22,2022
P.S. 94 - BRONX,X,10,COVID VENTILATION,438000,CIP,X094,3530 KINGS COLLEGE PLACE,Bronx,10467,X,40.880522,-73.87572,207,11,431,2018628,2033560042,Norwood,"(40.880522, -73.87572)",8/4/22,2022
P.S. 32 - QUEENS,Q,25,Addition,48373773,CAP,Q032,171-11 35 AVENUE,Queens,11358,Q,40.764763,-73.794683,407,19,1141,4118954,4052560001,Murray Hill,"(40.764763, -73.794683)",8/4/22,2022
"MATH, SCI., RESEARCH & TECH. HS-Q",Q,29,FY19 RESO A ATHLETIC FIELDS / FY19 RESO A GYMNASIUM UPGRADE,815000,CIP,Q490,207-01 116 AVENUE,Queens,11411,Q,40.697819,-73.745728,413,27,53401,4238003,4110490001,Cambria Heights,"(40.697819, -73.745728)",8/4/22,2022
K373 SPED - BROOKLYN,K,17,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,4759000,CIP,K877,35 SNYDER AVENUE,Brooklyn,11226,K,40.648585,-73.957282,314,40,794,3338996,3051030093,Erasmus,"(40.648585, -73.957282)",8/4/22,2022
P.S. 273 - QUEENS,Q,27,LSP DOMESTIC WATER HEATER REPLACEMENT,142758.92,CIP,Q273,88-07 102ND STREET,Queens,11418,Q,40.693606,-73.844631,409,32,28,4539360,4092880101,Richmond Hill,"(40.693606, -73.844631)",8/4/22,2022
I.S. 192 - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,9020,CIP,Q192,109-89 204 STREET,Queens,11412,Q,40.70646,-73.753579,412,27,508,4234318,4109440301,Hollis,"(40.70646, -73.753579)",8/4/22,2022
P.S. 144 - QUEENS,Q,28,RESO A LIBRARY UPGRADE,485550,CIP,Q144,69-20 JUNO STREET,Queens,11375,Q,40.715281,-73.852412,406,29,729,4000000,4032120001,Forest Hills,"(40.715281, -73.852412)",8/4/22,2022
P.S. 95 - BROOKLYN,K,21,ELECTRICAL SYSTEMS / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,10820000,CIP,K095,345 VAN SICKLEN STREET,Brooklyn,11223,K,40.595698,-73.97518,315,47,398,3192661,3071230066,Gravesend,"(40.595698, -73.97518)",8/4/22,2022
P.S. 129 - QUEENS,Q,25,LSP DOMESTIC HOT WATER HEATER,12107.82,CIP,Q129,128-05 9TH AVENUE,Queens,11356,Q,40.789254,-73.839836,407,19,945,4000000,4039760001,Whitestone,"(40.789254, -73.839836)",8/4/22,2022
I.S. 302 - BRONX,X,8,REPLACE PUBLIC ADDRESS & SYNCHRONIZED CLOCK SYSTEM,990000,CIP,X052,681 KELLY STREET,Bronx,10455,X,40.815429,-73.902139,202,17,83,2005133,2026860020,Longwood,"(40.815429, -73.902139)",8/4/22,2022
3K CENTER @ 274 ATLANTIC AVENUE - BROOKLYN,K,15,Lease,7288767,CAP,K441,274 ATLANTIC AVENUE,Brooklyn,11201,K,40.688841,-73.989857,302,33,43,3000819,3001810011,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.688841, -73.989857)",8/4/22,2022
LYFE PROGRAM,Q,27,FY17 RESO A PLAYGROUND REDEVELOPMENT,323952,CIP,Q465,8-21 BAY 25 STREET,Queens,11691,Q,40.60201,-73.762795,414,31,100802,4300730,4157360001,Far Rockaway-Bayswater,"(40.60201, -73.762795)",8/4/22,2022
3K CENTER @ 10 ELM STREET - STATEN ISLAND,R,31,Lease,9188000,CAP,R074,10 ELM STREET,Staten Is,10310,R,40.641761,-74.114913,501,49,97,,,West New Brighton-New Brighton-St. George,"(40.641761, -74.114913)",8/4/22,2022
P.S. 315 - BROOKLYN,K,22,LOW VOLTAGE ELECTRICAL SYSTEM,1243000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,K,40.632562,-73.954724,314,45,772,3205780,3075510026,Flatbush,"(40.632562, -73.954724)",8/4/22,2022
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,X,7,COVID VENTILATION,1661475,CIP,X183,339 MORRIS AVENUE,Bronx,10451,X,40.813641,-73.925313,201,8,51,2000957,2023330070,Mott Haven-Port Morris,"(40.813641, -73.925313)",8/4/22,2022
P.S. 116 - MANHATTAN,M,2,BULGING WALLS AND RUSTED GRATING SUPPORTS,338900,CIP,M116,210 EAST 33 STREET,Manhattan,10016,M,40.744838,-73.978116,106,2,70,1020080,1009130007,Murray Hill-Kips Bay,"(40.744838, -73.978116)",8/4/22,2022
ALFRED E. SMITH HS - X,X,7,IPDVS CAMERA INSTALLATION,568596,CIP,X600,333 EAST 151 STREET,Bronx,10451,X,40.818232,-73.919867,201,17,67,2001874,2024110022,Melrose South-Mott Haven North,"(40.818232, -73.919867)",8/4/22,2022
WILLIAM E. GRADY VOC HS - K,K,21,EXTERIOR DOORS / EXTERIOR MASONRY / PARAPETS / ROOFS,5730000,CIP,K620,25 BRIGHTON 4 ROAD,Brooklyn,11235,K,40.582585,-73.963477,313,48,366,3196378,3072610201,Brighton Beach,"(40.582585, -73.963477)",8/4/22,2022
HS FOR HEALTH CAREER & SCIENCE - M,M,6,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,37627000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10040,M,40.855855,-73.92712,112,10,277,1076751,1021600018,Washington Heights North,"(40.855855, -73.92712)",8/4/22,2022
P.S. 101 - QUEENS,Q,28,LSP- DOMESTIC WATER HEATER,151075.45,CIP,Q101,2 RUSSELL PLACE,Queens,11375,Q,40.715585,-73.843898,406,29,723,4078312,4032700001,Forest Hills,"(40.715585, -73.843898)",8/4/22,2022
P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000,CIP,Q123,145-01 119 AVENUE,Queens,11436,Q,40.678296,-73.79562,412,28,18402,4260828,4120190010,Baisley Park,"(40.678296, -73.79562)",8/4/22,2022
P.S. 144 - QUEENS,Q,28,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,9744000,CIP,Q144,69-20 JUNO STREET,Queens,11375,Q,40.715281,-73.852412,406,29,729,4000000,4032120001,Forest Hills,"(40.715281, -73.852412)",8/4/22,2022
P.S. 84 - BROOKLYN,K,14,OTHER SITEWORK / ROOFS / WATER PENETRATION ALONG PARAPET WALL,4851500,CIP,K084,250 BERRY STREET,Brooklyn,11249,K,40.714785,-73.963,301,34,551,3062766,3023910001,North Side-South Side,"(40.714785, -73.963)",8/4/22,2022
P.S. 26 - QUEENS,Q,26,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7217000,CIP,Q026,195-02 69 AVENUE,Queens,11365,Q,40.736922,-73.77799,408,23,1347,4153296,4071170421,Fresh Meadows-Utopia,"(40.736922, -73.77799)",8/4/22,2022
3K CENTER @ 47-00 76TH STREET - QUEENS,Q,24,Lease,10227274,CAP,Q338,47-00 76TH STREET,Queens,11373,Q,40.739445,-73.888112,404,25,485,4038238,4015290001,Elmhurst-Maspeth,"(40.739445, -73.888112)",8/4/22,2022
THE WALTON AVENUE SCHOOL,X,9,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,20569000,CIP,X064,1425 WALTON AVENUE,Bronx,10452,X,40.840096,-73.915569,204,16,223,2008098,2028430040,West Concourse,"(40.840096, -73.915569)",8/4/22,2022
FAIRMONT NEIGHBORHOOD SCHOOL,X,12,IPDVS CAMERA INSTALLATION,763000,CIP,X050,1550 VYSE AVENUE,Bronx,10460,X,40.834157,-73.887512,203,17,157,2010786,2029960010,Crotona Park East,"(40.834157, -73.887512)",8/4/22,2022
BRONX INTERNATIONAL - BRONX,X,9,FLOOD ELIMINATION / INTERIOR SPACES / ROOFS / TOWER TERRA COTTA REPLACEMENT / WINDOWS,37337000,CIP,X400,1110 BOSTON ROAD,Bronx,10456,X,40.827642,-73.904473,203,16,135,2004526,2026340001,Morrisania-Melrose,"(40.827642, -73.904473)",8/4/22,2022
P.S. 36 - BRONX,X,8,FY19 RESO A AUDITORIUM UPGRADE,537000,CIP,X036,1070 CASTLE HILL AVENUE,Bronx,10472,X,40.829344,-73.850428,209,18,78,2026706,2038170001,Westchester-Unionport,"(40.829344, -73.850428)",8/4/22,2022
K811 SPED - BROOKLYN,K,22,ELECTRICAL CODE COMPLIANCE,82200,CIP,K286,2525 HARING STREET,Brooklyn,11235,K,40.591109,-73.9391,315,48,596,3204767,3074470001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.591109, -73.9391)",8/4/22,2022
SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,M,4,ELECTRICAL WORK FOR A/C INITIATIVE,10495.01,CIP,M646,321 EAST 96 STREET,Manhattan,10128,M,40.783638,-73.945626,111,8,15602,1083927,1016680001,East Harlem South,"(40.783638, -73.945626)",8/4/22,2022
P.S. 250 - BROOKLYN,K,14,FY19 RESO A MULTIMEDIA CENTER / PATH OF TRAVEL RESO A MULTIMEDIA CENTER,401338,CIP,K250,108 MONTROSE AVENUE,Brooklyn,11206,K,40.707104,-73.945475,301,34,505,3071199,3030600001,East Williamsburg,"(40.707104, -73.945475)",8/4/22,2022
J.H.S. 158 - QUEENS,Q,26,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT / LOW VOLTAGE ELECTRICAL,2066000,CIP,Q158,46-35 OCEANIA STREET,Queens,11361,Q,40.756139,-73.772862,411,19,1447,4438325,4073120001,Bayside-Bayside Hills,"(40.756139, -73.772862)",8/4/22,2022
THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,M,3,BACKFLOW PREVENTER & WATER METER. / HVAC (BMS) WORK,2590900,CIP,M470,145 WEST 84 STREET,Manhattan,10024,M,40.785803,-73.974614,107,6,169,1032128,1012150001,Upper West Side,"(40.785803, -73.974614)",8/4/22,2022
P.S. 8 - BROOKLYN,K,13,NYS AUDITORIUM UPGRADE / PATH OF TRAVEL NYS AUDITORIUM UPGRADE,1850000,CIP,K008,37 HICKS STREET,Brooklyn,11201,K,40.70071,-73.993241,302,33,1,3001540,3002110001,Brooklyn Heights-Cobble Hill,"(40.70071, -73.993241)",8/4/22,2022
P.S. 57 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,12461000,CIP,M057,176 EAST 115 STREET,Manhattan,10029,M,40.797577,-73.94128,111,8,182,1083184,1016400139,East Harlem North,"(40.797577, -73.94128)",8/4/22,2022
P.S. 88 - QUEENS,Q,24,FY19 RESO A SUPPLEMENTAL COOLING,467000,CIP,Q088,60-85 CATALPA AVENUE,Queens,11385,Q,40.703779,-73.896374,405,30,585,4085173,4035340012,Ridgewood,"(40.703779, -73.896374)",8/4/22,2022
P.S. 121 - BRONX,X,11,ELECTRICAL WORK FOR A/C INITIATIVE,35816.3,CIP,X121,2750 THROOP AVENUE,Bronx,10469,X,40.86608,-73.850982,211,13,348,2054253,2045260001,Allerton-Pelham Gardens,"(40.86608, -73.850982)",8/4/22,2022
P.S. 69 - QUEENS,Q,30,FY19 RESO A PLAYGROUND,546000,CIP,Q069,77-02 37 AVENUE,Queens,11372,Q,40.749266,-73.888817,403,25,287,4029892,4012880001,Jackson Heights,"(40.749266, -73.888817)",8/4/22,2022
P.S. @ 2355 MORRIS AVENUE - BRONX,X,10,New,57302000,CAP,X469,2355 MORRIS AVENUE,Bronx,10468,X,40.859668,-73.900982,205,14,239,2000000,2031830045,Fordham South,"(40.859668, -73.900982)",8/4/22,2022
P.S. 13 - QUEENS,Q,24,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,13719026,CIP,Q013,55-01 94TH STREET,Queens,11373,Q,40.737613,-73.86851,404,25,457,4437297,4019010040,Elmhurst,"(40.737613, -73.86851)",8/4/22,2022
P.S. 192 - BROOKLYN,K,20,LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER,85655,CIP,K192,4715 18 AVENUE,Brooklyn,11204,K,40.629303,-73.979995,312,44,476,3128909,3054450001,Borough Park,"(40.629303, -73.979995)",8/4/22,2022
P.S. 203 - QUEENS,Q,26,WINDOWS,3880000,CIP,Q203,53-11 SPRINGFIELD BOULEVARD,Queens,11364,Q,40.754201,-73.760636,411,23,138501,4161005,4074820317,Oakland Gardens,"(40.754201, -73.760636)",8/4/22,2022
P.S. 182 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,3881.67,CIP,X182,601 STICKBALL BOULEVARD,Bronx,10473,X,40.818228,-73.856302,209,18,16,2021923,2035640001,Soundview-Castle Hill-Clason Point-Harding Park,"(40.818228, -73.856302)",8/4/22,2022
P.S. 229 - QUEENS,Q,24,FIRE ALARM REPLACEMENT,835000,CIP,Q229,67-25 51 ROAD,Queens,11377,Q,40.734294,-73.897557,405,30,513,4440274,4024230001,Maspeth,"(40.734294, -73.897557)",8/4/22,2022
P.S. 88 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,4779000,CIP,X088,1340 SHERIDAN AVENUE,Bronx,10456,X,40.837275,-73.913574,204,16,17902,2094533,2028300017,East Concourse-Concourse Village,"(40.837275, -73.913574)",8/4/22,2022
P.S. 54 - QUEENS,Q,28,DOMESTIC PIPING,1980000,CIP,Q054,86-02 127 STREET,Queens,11418,Q,40.70292,-73.824221,409,29,14201,4193916,4092800001,Richmond Hill,"(40.70292, -73.824221)",8/4/22,2022
P.S. 114 - QUEENS,Q,27,LSP- PLAY YARD RENOVATION,250000,CIP,Q114,134-01 CRONSTON AVENUE,Queens,11694,Q,40.578261,-73.854403,414,32,928,4305615,4162570001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.578261, -73.854403)",8/4/22,2022
J.H.S. 25 - QUEENS,Q,25,PA SYSTEM REPLACEMENT,920000,CIP,Q025,34-65 192 STREET,Queens,11358,Q,40.765133,-73.790083,411,19,1139,4119139,4052610001,Auburndale,"(40.765133, -73.790083)",8/4/22,2022
P.S. 16 - QUEENS,Q,24,LSP WATER HEATER,90000,CIP,Q721,41-15 104 STREET,Queens,11368,Q,40.748987,-73.86123,404,21,403,4048820,4019850001,North Corona,"(40.748987, -73.86123)",8/4/22,2022
P.S. 196 - BRONX,X,12,(PHASE II) EXISTING SCHOOL RENOVATION WORK,5056386.84,CIP,X077,1250 WARD AVENUE,Bronx,10472,X,40.830087,-73.877603,209,18,54,2088553,2037750025,West Farms-Bronx River,"(40.830087, -73.877603)",8/4/22,2022
P.S. 217 - BROOKLYN,K,22,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / WINDOWS,10807450,CIP,K217,1100 NEWKIRK AVENUE,Brooklyn,11230,K,40.63398,-73.966558,314,40,526,3121072,3052320001,Flatbush,"(40.63398, -73.966558)",8/4/22,2022
P.S. 15 - BROOKLYN,K,15,EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / ROOFS / WINDOWS,17924068.17,CIP,K015,71 SULLIVAN STREET,Brooklyn,11231,K,40.677343,-74.011558,306,38,53,3008585,3005660001,Carroll Gardens-Columbia Street-Red Hook,"(40.677343, -74.011558)",8/4/22,2022
BRONX HAVEN HIGH SCHOOL - BRONX,X,7,CRACKED PARAPET / EXTERIOR MASONRY / ROOFS / WINDOWS,16391426,CIP,X600,333 EAST 151 STREET,Bronx,10451,X,40.818232,-73.919867,201,17,67,2001874,2024110022,Melrose South-Mott Haven North,"(40.818232, -73.919867)",8/4/22,2022
I.S. 839 - MANHATTAN,M,1,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,10550000,CIP,M064,600 EAST 6 STREET,Manhattan,10009,M,40.724435,-73.981521,103,2,2601,1004627,1003870001,Lower East Side,"(40.724435, -73.981521)",8/4/22,2022
