School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of,data_year
P.S. 23 - BROOKLYN,K,14,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7132000,CIP,K023,545 WILLOUGHBY AVENUE,Brooklyn,11206,K,40.69407,-73.94756,303,36,25901,3048818,3017590013,Bedford,"(40.69407, -73.94756)",8/4/22,2022
I.S. 443 - BROOKLYN,K,15,LSP VACUUM PUMP REPLACEMENT,187997,CIP,K845,330 18 STREET,Brooklyn,11215,K,40.660976,-73.988297,307,38,147,3331274,3008800001,Sunset Park West,"(40.660976, -73.988297)",8/4/22,2022
FASHION INDUSTRIES VOC HS - M,M,2,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,16510000,CIP,M600,225 WEST 24 STREET,Manhattan,10011,M,40.745156,-73.996074,104,3,91,1014174,1007740019,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745156, -73.996074)",8/4/22,2022
P.S. 121 - BRONX,X,11,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,4075025,CIP,X121,2750 THROOP AVENUE,Bronx,10469,X,40.86608,-73.850982,211,13,348,2054253,2045260001,Allerton-Pelham Gardens,"(40.86608, -73.850982)",8/4/22,2022
P.S. 304 - BRONX,X,8,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6630000,CIP,X101,2750 LAFAYETTE AVENUE,Bronx,10465,X,40.827471,-73.829753,210,13,152,2080231,2055470001,Schuylerville-Throgs Neck-Edgewater Park,"(40.827471, -73.829753)",8/4/22,2022
I.S. 226 - QUEENS,Q,27,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,14600000,CIP,Q226,121-10 ROCKAWAY BOULEVARD,Queens,11420,Q,40.675771,-73.816938,410,28,840,4253607,4117140100,South Ozone Park,"(40.675771, -73.816938)",8/4/22,2022
I.S. 319 - QUEENS,Q,27,FY18 RESO A ROOFTOP GREENHOUSE,3600000,CIP,Q053,10-45 NAMEOKE STREET,Queens,11691,Q,40.603622,-73.749097,414,31,103202,4298234,4155570025,Far Rockaway-Bayswater,"(40.603622, -73.749097)",8/4/22,2022
P.S. 212 - BRONX,X,12,EXTERIOR MASONRY / PARAPETS / PLAYGROUND REDEVELOPMENT / ROOFS / WINDOWS,18425000,CIP,X198,1180 TINTON AVENUE,Bronx,10456,X,40.828419,-73.900721,203,17,135,2004869,2026720001,Morrisania-Melrose,"(40.828419, -73.900721)",8/4/22,2022
WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOK,K,16,FY21 RESO A AUDITORIUM UPGRADE,335000,CIP,K057,125 STUYVESANT AVENUE,Brooklyn,11221,K,40.691274,-73.933697,303,36,291,3043822,3016160001,Stuyvesant Heights,"(40.691274, -73.933697)",8/4/22,2022
I.S. 131 - MANHATTAN,M,2,LSP DANCE FLOOR REPLACEMENT,91150,CIP,M131,100 HESTER STREET,Manhattan,10002,M,40.716553,-73.993092,103,1,16,1082489,1003010003,Chinatown,"(40.716553, -73.993092)",8/4/22,2022
I.S. 151 - BRONX,X,7,IPDVS CAMERA INSTALLATION,495000,CIP,X151,250 EAST 156 STREET,Bronx,10451,X,40.82316,-73.921631,204,17,61,2002458,2024430190,East Concourse-Concourse Village,"(40.82316, -73.921631)",8/4/22,2022
P.S. 81 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,46000,CIP,Q848,511 SENECA AVENUE,Queens,11385,Q,40.705315,-73.911909,405,34,545,4081987,4034340001,Ridgewood,"(40.705315, -73.911909)",8/4/22,2022
M.S./H.S. 250 - BRONX,X,9,LOW VOLTAGE ELECTRICAL SYSTEM,484060,CIP,X002,1365 FULTON AVENUE,Bronx,10456,X,40.833696,-73.902477,203,16,14701,2009617,2029250056,Claremont-Bathgate,"(40.833696, -73.902477)",8/4/22,2022
THE QUEENS SCHOOL OF INQUIRY-Q,Q,25,EXTERIOR MASONRY / PARAPETS / ROOFS,2449000,CIP,Q168,158-40 76 ROAD,Queens,11366,Q,40.724458,-73.810216,408,24,1257,4147847,4068260001,Kew Gardens Hills,"(40.724458, -73.810216)",8/4/22,2022
P.S. 253 - QUEENS,Q,27,LSP DOMESTIC WATER HEATER REPLACEMENT,133058.92,CIP,Q253,1307 CENTRAL AVENUE,Queens,11691,Q,40.60729,-73.7494,414,31,103202,4297972,4155410001,Far Rockaway-Bayswater,"(40.60729, -73.7494)",8/4/22,2022
P.S. 399 - BROOKLYN,K,17,BOILER REPLACEMENT,4375000,CIP,K399,2707 ALBEMARLE ROAD,Brooklyn,11226,K,40.648044,-73.951891,317,40,824,3117396,3051110001,Erasmus,"(40.648044, -73.951891)",8/4/22,2022
P.S. 58 - BRONX,X,9,EXTERIOR MASONRY / FLOOD ELIMINATION / FULL PROGRAM ACCESSIBILITY / PARAPETS / ROOFS / WINDOWS,17444400,CIP,X058,459 EAST 176 STREET,Bronx,10457,X,40.846162,-73.899264,206,15,395,2009540,2029090032,Claremont-Bathgate,"(40.846162, -73.899264)",8/4/22,2022
P.S. 21 - STATEN ISLAND,R,31,FY20 RESO A PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,685672,CIP,R021,168 HOOKER PLACE,Staten Island,10302,R,40.631523,-74.144297,501,49,213,5026335,5011350001,Port Richmond,"(40.631523, -74.144297)",8/4/22,2022
FIORELLO LAGUARDIA HS - MANHATTAN,M,3,FIRE SPRINKLER SYSTEM / RPZ BACKFLOW PREVENTION DEVICES,1997798,CIP,M485,100 AMSTERDAM AVENUE,Manhattan,10023,M,40.773629,-73.985273,107,6,151,1030341,1011560030,Lincoln Square,"(40.773629, -73.985273)",8/4/22,2022
P.S. 71 - BRONX,X,8,KITCHEN EXHAUST REPLACEMENT,507000,CIP,X071,3040 ROBERTS AVENUE,Bronx,10461,X,40.845787,-73.829829,210,13,26602,2046140,2041710001,Pelham Bay-Country Club-City Island,"(40.845787, -73.829829)",8/4/22,2022
DOE ADMINISTRATIVE OFFICE - BRONX,X,7,EXTERIOR MASONRY,1232000,CIP,X807,501 COURTLANDT AVENUE,Bronx,10451,X,40.815396,-73.920083,201,8,65,2000876,2023290075,Melrose South-Mott Haven North,"(40.815396, -73.920083)",8/4/22,2022
P.S. 235 - BROOKLYN,K,18,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,K235,525 LENOX ROAD,Brooklyn,11203,K,40.654704,-73.941089,317,41,814,3107846,3048440001,East Flatbush-Farragut,"(40.654704, -73.941089)",8/4/22,2022
P.S. 140 - QUEENS,Q,28,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PERIMETER FENCING / ROOFS / WINDOWS,15100000,CIP,Q140,166-01 116 AVENUE,Queens,11434,Q,40.686798,-73.781247,412,27,278,4267260,4123410031,Baisley Park,"(40.686798, -73.781247)",8/4/22,2022
P.S. 125 - MANHATTAN,M,5,FY18 RESO A PLAYGROUNDS,2047975,CIP,M125,425 WEST 123 STREET,Manhattan,10027,M,40.810431,-73.955809,109,7,20901,1059526,1019640012,Morningside Heights,"(40.810431, -73.955809)",8/4/22,2022
I.S. 331 - BRONX,X,10,FY19 RESO A GYMNASIUM UPGRADE,26000,CIP,X306,40 WEST TREMONT AVENUE,Bronx,10453,X,40.851823,-73.91118,205,14,217,2098721,2028620014,University Heights-Morris Heights,"(40.851823, -73.91118)",8/4/22,2022
BROOKLYN BRIDGE ACADEMY - K,K,18,CHARTER MATCH COMPUTER LAB,402000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,K,40.633285,-73.916735,318,46,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",8/4/22,2022
I.S. 68 - BROOKLYN,K,18,LSP CHARTER MATCH LOCKER REPLACEMENT,91250,CIP,K068,956 EAST 82 STREET,Brooklyn,11236,K,40.635553,-73.91079,318,46,956,3224947,3080180001,Canarsie,"(40.635553, -73.91079)",8/4/22,2022
I.S. 93 - QUEENS,Q,24,RPZ BACKFLOW PREVENTION DEVICES,610000,CIP,Q093,66-56 FOREST AVENUE,Queens,11385,Q,40.706041,-73.902584,405,30,589,4083511,4034900001,Ridgewood,"(40.706041, -73.902584)",8/4/22,2022
M.S./H.S. 342 - BRONX,X,10,ELECTRICAL SYSTEMS / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,39151000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,X,40.870293,-73.898309,207,11,409,2015241,2032470070,Van Cortlandt Village,"(40.870293, -73.898309)",8/4/22,2022
NEW BRIDGES,K,17,STANDALONE GYM ANNEX,8828000,CIP,K474,272 SCHENECTADY AVENUE,Brooklyn,11213,K,40.66967,-73.93383,308,35,353,3037303,3013890035,Crown Heights North,"(40.66967, -73.93383)",8/4/22,2022
THE BROOKLYN SCHOOL OF INQUIRY - K,K,21,RESO A ROOFTOP GREENHOUSE,2947000,CIP,K237,50 AVENUE P,Brooklyn,11204,K,40.60731,-73.986595,311,44,428,3396829,3066180001,Bensonhurst East,"(40.60731, -73.986595)",8/4/22,2022
P.S. 127 - BROOKLYN,K,20,Addition,55890470,CAP,K127,922 78TH STREET,Brooklyn,11228,K,40.623781,-74.017868,310,43,206,3150481,3059730001,Dyker Heights,"(40.623781, -74.017868)",8/4/22,2022
P.S. 321 - BROOKLYN,K,15,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,12282700,CIP,K321,180 7TH AVENUE,Brooklyn,11215,K,40.67146,-73.977783,306,39,155,3337516,3009710028,Park Slope-Gowanus,"(40.67146, -73.977783)",8/4/22,2022
P.S. 42 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,8326.84,CIP,X042,1537 WASHINGTON AVENUE,Bronx,10457,X,40.838288,-73.902987,203,16,169,2009466,2029030023,Claremont-Bathgate,"(40.838288, -73.902987)",8/4/22,2022
P.S. 36 - QUEENS,Q,29,EXTERIOR MASONRY / PARAPETS / ROOFS,5517000,CIP,Q036,187-01 FOCH BOULEVARD,Queens,11412,Q,40.690828,-73.763907,412,27,366,4268900,4124390032,St. Albans,"(40.690828, -73.763907)",8/4/22,2022
P.S. 267 - MANHATTAN,M,2,EXTERIOR MASONRY / ROOFS,3070100,CIP,M267,213 EAST 63 STREET,Manhattan,10065,M,40.763842,-73.964222,108,4,110,1087680,1014180007,Lenox Hill-Roosevelt Island,"(40.763842, -73.964222)",8/4/22,2022
P.S. 189 - MANHATTAN,M,6,FY20 RESO A GYMNASIUM UPGRADE,384888,CIP,M189,2580 AMSTERDAM AVENUE,Manhattan,10040,M,40.852631,-73.927604,112,10,277,1076750,1021590051,Washington Heights North,"(40.852631, -73.927604)",8/4/22,2022
I.S. 265 - BROOKLYN,K,13,EXTERIOR MASONRY / PARAPETS / ROOFS,10301778,CIP,K265,101 PARK AVENUE,Brooklyn,11205,K,40.696324,-73.97578,302,35,211,3057942,3020280001,Fort Greene,"(40.696324, -73.97578)",8/4/22,2022
P.S. 105 - BRONX,X,11,Demo,841576,CAP,X105,725 BRADY AVENUE,Bronx,10462,X,40.852398,-73.866617,211,13,22404,2048794,2042880001,Pelham Parkway,"(40.852398, -73.866617)",8/4/22,2022
J.H.S. 189 - QUEENS,Q,25,LOW VOLTAGE ELECTRICAL SYSTEM,900000,CIP,Q189,144-80 BARCLAY AVENUE,Queens,11355,Q,40.759844,-73.820548,407,20,863,4114763,4050510027,Murray Hill,"(40.759844, -73.820548)",8/4/22,2022
P.S. 114 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6650000,CIP,X114,1155 CROMWELL AVENUE,Bronx,10452,X,40.834776,-73.923067,204,16,63,2003022,2024950100,West Concourse,"(40.834776, -73.923067)",8/4/22,2022
I.S. 136 - BROOKLYN,K,15,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,15958339.5,CIP,K136,4004 4TH AVENUE,Brooklyn,11232,K,40.651977,-74.006862,307,38,82,3010580,3007130020,Sunset Park West,"(40.651977, -74.006862)",8/4/22,2022
P.S. 96 - QUEENS,Q,27,Addition,51093080,CAP,Q096,130-01 ROCKAWAY BOULEVARD,Queens,11420,Q,40.674991,-73.808371,410,28,180,4253028,4116940027,South Ozone Park,"(40.674991, -73.808371)",8/4/22,2022
P.S. 193 - QUEENS,Q,25,PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / TCU REMOVAL/PLAYGROUND REDEVELOPMENT,9648457.65,CIP,Q193,152-20 11 AVENUE,Queens,11357,Q,40.792483,-73.809741,407,19,987,4103056,4045380001,Whitestone,"(40.792483, -73.809741)",8/4/22,2022
I.S. 5 - QUEENS,Q,24,FY19 RESO A AUDITORIUM UPGRADE,248000,CIP,Q005,50-40 JACOBUS STREET,Queens,11373,Q,40.737718,-73.887429,404,25,489,4454423,4024500017,Elmhurst-Maspeth,"(40.737718, -73.887429)",8/4/22,2022
NEWCOMERS HIGH SCHOOL - Q,Q,30,RPZ VALVES,389000,CIP,Q450,28-01 41ST AVENUE,Queens,11101,Q,40.751356,-73.937445,401,26,33,4004874,4004040001,Queensbridge-Ravenswood-Long Island City,"(40.751356, -73.937445)",8/4/22,2022
P.S. 21 - QUEENS,Q,25,CEILING REPAIR,339724,CIP,Q021,147-36 26TH AVENUE,Queens,11354,Q,40.774512,-73.819284,407,19,1047,4108665,4048030001,Murray Hill,"(40.774512, -73.819284)",8/4/22,2022
P.S./I.S. 208 - QUEENS,Q,26,COVID VENTILATION,772721,CIP,Q208,74-30 COMMONWEALTH BOULEVARD,Queens,11426,Q,40.745948,-73.727456,413,23,1567,4529898,4078700070,Bellerose,"(40.745948, -73.727456)",8/4/22,2022
P.S. 183 - MANHATTAN,M,2,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / VENTILATION,4888000,CIP,M183,419 EAST 66 STREET,Manhattan,10065,M,40.763736,-73.95815,108,5,116,1045569,1014610007,Lenox Hill-Roosevelt Island,"(40.763736, -73.95815)",8/4/22,2022
P.S. 121 - QUEENS,Q,28,EXTERIOR DOORS / EXTERIOR MASONRY / FENCING / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,16594000,CIP,Q121,126-10 109 AVENUE,Queens,11420,Q,40.68405,-73.815834,410,28,170,4249769,4116070001,South Ozone Park,"(40.68405, -73.815834)",8/4/22,2022
I.S. 113 - BROOKLYN,K,13,EXTERIOR MASONRY / PARAPETS / PAVED AREAS CONCRETE / ROOFS / WINDOWS,18501312,CIP,K113,300 ADELPHI STREET,Brooklyn,11205,K,40.688811,-73.971009,302,35,181,3059051,3021030004,Fort Greene,"(40.688811, -73.971009)",8/4/22,2022
I.S. 61 - QUEENS,Q,24,LSP DOMESTIC WATER HEATER REPLACEMENT,151778.62,CIP,Q061,98-50 50 AVENUE,Queens,11368,Q,40.742668,-73.863307,404,21,44302,4046834,4018910032,Corona,"(40.742668, -73.863307)",8/4/22,2022
I.S. 224 - BRONX,X,7,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,2394000,CIP,X139,345 BROOK AVENUE,Bronx,10454,X,40.81004,-73.917792,201,8,41,2000391,2022860036,Mott Haven-Port Morris,"(40.81004, -73.917792)",8/4/22,2022
P.S. 57 - STATEN ISLAND,R,31,IPDVS CAMERA INSTALLATION,192357,CIP,R057,140 PALMA DRIVE,Staten Island,10304,R,40.611508,-74.083177,501,49,40,5043519,5028880040,Grymes Hill-Clifton-Fox Hills,"(40.611508, -74.083177)",8/4/22,2022
P.S. 219 - QUEENS,Q,25,RTU / HVAC REPLACEMENT,1966000,CIP,Q219,144-39 GRAVETT ROAD,Queens,11367,Q,40.735275,-73.823778,408,24,809,4448708,4065070001,Kew Gardens Hills,"(40.735275, -73.823778)",8/4/22,2022
P.S. 195 - QUEENS,Q,29,PARAPETS / ROOFS / WATER PENETRATION,8010530,CIP,Q195,253-50 149 AVENUE,Queens,11422,Q,40.653006,-73.736395,413,31,664,4290116,4136550001,Rosedale,"(40.653006, -73.736395)",8/4/22,2022
I.S. 73 - QUEENS,Q,24,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7810000,CIP,Q073,70-02 54 AVENUE,Queens,11378,Q,40.729215,-73.893624,405,30,49302,4058611,4025030031,Maspeth,"(40.729215, -73.893624)",8/4/22,2022
I.S. 118 - BRONX,X,10,IPDVS CAMERA INSTALLATION,300022,CIP,X118,577 EAST 179 STREET,Bronx,10457,X,40.848339,-73.89308,206,15,37504,2011995,2030690001,East Tremont,"(40.848339, -73.89308)",8/4/22,2022
P.S. 84 - MANHATTAN,M,3,FY18 RESO A PLAYGROUND UPGRADE,588634,CIP,M084,32 WEST 92 STREET,Manhattan,10025,M,40.789526,-73.967574,107,6,177,1081042,1012050006,Upper West Side,"(40.789526, -73.967574)",8/4/22,2022
VISTA ACADEMY - BROOKLYN,K,19,FY20 RESO A PATH OF TRAVEL SCIENCE LAB UPGRADES / FY20 RESO A SCIENCE LAB UPGRADES,522167,CIP,K302,350 LINWOOD STREET,Brooklyn,11208,K,40.677104,-73.883433,305,37,1170,3088357,3039690001,East New York,"(40.677104, -73.883433)",8/4/22,2022
Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7221000,CIP,Q177,56-37 188 STREET,Queens,11365,Q,40.74391,-73.788133,411,20,1417,4128231,4056740002,Auburndale,"(40.74391, -73.788133)",8/4/22,2022
P.S. 200 - BROOKLYN,K,20,EXTERIOR MASONRY / PARAPETS / ROOFS,7947450,CIP,K200,1940 BENSON AVENUE,Brooklyn,11214,K,40.603188,-74.001408,311,43,282,3167818,3064070008,Bath Beach,"(40.603188, -74.001408)",8/4/22,2022
P.S. 20 - QUEENS,Q,25,CERTIFICATE OF OCCUPANCY / FIRE ALARM SYSTEM / MECHANICAL SYSTEMS REPAIR,9411000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,11355,Q,40.758689,-73.824832,407,20,855,4114657,4050470001,Flushing,"(40.758689, -73.824832)",8/4/22,2022
RED HOOK NEIGHBORHOOD SCHOOL  - K,K,15,FLOOD ELIMINATION,5009892.98,CIP,K027,27 HUNTINGTON STREET,Brooklyn,11231,K,40.677564,-74.005166,306,38,59,3008342,3005250001,Carroll Gardens-Columbia Street-Red Hook,"(40.677564, -74.005166)",8/4/22,2022
TOTTENVILLE HS - STATEN ISLAND,R,31,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,1863000,CIP,R455,100 LUTEN AVENUE,Staten Island,10312,R,40.528092,-74.192032,503,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.528092, -74.192032)",8/4/22,2022
QUEENS TECH HS - Q,Q,24,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,2936000,CIP,Q600,37-02 47 AVENUE,Queens,11101,Q,40.742205,-73.928219,402,26,189,4003259,4002280020,Hunters Point-Sunnyside-West Maspeth,"(40.742205, -73.928219)",8/4/22,2022
P.S. 150 - QUEENS,Q,30,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,8888000,CIP,Q150,40-01 43 AVENUE,Queens,11104,Q,40.745537,-73.923776,402,26,18101,4002387,4001850001,Hunters Point-Sunnyside-West Maspeth,"(40.745537, -73.923776)",8/4/22,2022
Q075 SPED - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,148607.82,CIP,Q048,155-02 108 AVENUE,Queens,11433,Q,40.694119,-73.797003,412,28,254,4216099,4101440042,South Jamaica,"(40.694119, -73.797003)",8/4/22,2022
I.S. 127 - BRONX,X,11,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,9603000,CIP,X127,1560 PURDY STREET,Bronx,10462,X,40.837931,-73.853524,209,18,222,2041247,2039480055,Parkchester,"(40.837931, -73.853524)",8/4/22,2022
FREDERICK DOUGLAS ACADEMY - M,M,5,KITCHEN CEILING,485000,CIP,M010,2581 7TH AVENUE,Manhattan,10039,M,40.824319,-73.93712,110,9,236,1060198,1020160100,Central Harlem North-Polo Grounds,"(40.824319, -73.93712)",8/4/22,2022
J.H.S. 50 - BROOKLYN,K,14,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7940000,CIP,K050,183 SOUTH 3 STREET,Brooklyn,11211,K,40.711704,-73.960275,301,34,523,3063128,3024190001,North Side-South Side,"(40.711704, -73.960275)",8/4/22,2022
P.S. 9 - BRONX,X,10,CRACKED MASONRY / PARAPETS / ROOF / ROOFS,17796305.71,CIP,X930,230 EAST 183 STREET,Bronx,10458,X,40.857067,-73.898936,205,15,38301,2013561,2031500010,Fordham South,"(40.857067, -73.898936)",8/4/22,2022
I.S. 255 - MANHATTAN,M,2,FY20 RESO A ACCESSIBILITY,518000,CIP,M040,319 EAST 19 STREET,Manhattan,10003,M,40.735038,-73.981731,106,2,64,1020513,1009250012,Gramercy,"(40.735038, -73.981731)",8/4/22,2022
THOMAS A. EDISON HS - Q,Q,28,FY18 RESO A LIBRARY UPGRADES,493200,CIP,Q620,165-65 84 AVENUE,Queens,11432,Q,40.715389,-73.800369,408,24,452,4211027,4098670002,Briarwood-Jamaica Hills,"(40.715389, -73.800369)",8/4/22,2022
P.S. 84 - QUEENS,Q,30,FY21 RESO A PA SYSTEM UPGRADE,544000,CIP,Q084,22-45 41 STREET,Queens,11105,Q,40.771512,-73.90633,401,22,119,4015334,4007940017,Steinway,"(40.771512, -73.90633)",8/4/22,2022
HOSTOS-LINCOLN ACADEMY OF SCIENCE,X,7,RPZ INSTALLATION,563000,CIP,X162,600 ST ANNS AVENUE,Bronx,10455,X,40.815498,-73.91224,201,17,73,2004314,2026160001,Melrose South-Mott Haven North,"(40.815498, -73.91224)",8/4/22,2022
SATELLITE AT FORSYTHE,M,1,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPET / ROOFS,9958000,CIP,M510,198 FORSYTH STREET,Manhattan,10002,M,40.72252,-73.990728,103,1,3601,1005626,1004220072,Chinatown,"(40.72252, -73.990728)",8/4/22,2022
P.S. 36 - STATEN ISLAND,R,31,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,3692300,CIP,R844,200 JEFFERSON BOULEVARD,Staten Island,10312,R,40.544575,-74.181735,503,51,17005,5107743,5062620012,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.544575, -74.181735)",8/4/22,2022
P.S. 18 - BRONX,X,7,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,850500,CIP,X018,502 MORRIS AVENUE,Bronx,10451,X,40.816406,-73.92329,201,8,51,2000816,2023240008,Mott Haven-Port Morris,"(40.816406, -73.92329)",8/4/22,2022
P.S. 181 - BROOKLYN,K,17,LOW VOLTAGE ELECTRICAL SYSTEM,1906252,CIP,K181,1023 NEW YORK AVENUE,Brooklyn,11203,K,40.648215,-73.946374,317,45,856,3327776,3049040010,East Flatbush-Farragut,"(40.648215, -73.946374)",8/4/22,2022
I.S. 88 - BROOKLYN,K,15,EXTERIOR MASONRY / PARAPETS / PAVED AREAS- CONCRETE / ROOFS / WINDOWS,22940000,CIP,K088,544 7 AVENUE,Brooklyn,11215,K,40.660024,-73.987637,307,38,147,3331276,3008800001,Sunset Park West,"(40.660024, -73.987637)",8/4/22,2022
P.S. 13 - STATEN ISLAND,R,31,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,6800000,CIP,R013,191 VERMONT AVENUE,Staten Island,10305,R,40.613216,-74.069889,501,49,8,5042776,5028520001,Stapleton-Rosebank,"(40.613216, -74.069889)",8/4/22,2022
PRE-K CENTER @ 46-01 111TH STREET - QUEENS,Q,24,New,38850000,CAP,Q369,46-01 111TH STREET,Queens,11368,Q,40.748119,-73.85401,481,21,38302,4000000,4020180001,park-cemetery-etc-Queens,"(40.748119, -73.85401)",8/4/22,2022
P.S. 54 - QUEENS,Q,28,LSP- PLAYGROUND UPGRADE,304140,CIP,Q054,86-02 127 STREET,Queens,11418,Q,40.70292,-73.824221,409,29,14201,4193916,4092800001,Richmond Hill,"(40.70292, -73.824221)",8/4/22,2022
CHANNEL VIEW SCL FOR RESEARCH - Q,Q,27,ELECTRICAL WORK FOR A/C INITIATIVE,843000,CIP,Q410,100-00 BEACH CHANNEL DRIVE,Queens,11694,Q,40.586066,-73.822624,414,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.586066, -73.822624)",8/4/22,2022
P.S. 88 - QUEENS,Q,24,LOW VOLTAGE ELECTRICAL SYSTEM,876800,CIP,Q088,60-85 CATALPA AVENUE,Queens,11385,Q,40.703779,-73.896374,405,30,585,4085173,4035340012,Ridgewood,"(40.703779, -73.896374)",8/4/22,2022
X000 - BRONX,X,10,PLAYGROUND REDEVELOPMENT,360000,CIP,X469,2355 MORRIS AVENUE,Bronx,10468,X,40.859668,-73.900982,205,14,239,2000000,2031830045,Fordham South,"(40.859668, -73.900982)",8/4/22,2022
P.S. 112 - QUEENS,Q,30,FY17 RESO A PLAYGROUND REDEVELOPMENT,1067000,CIP,Q112,25-05 37 AVENUE,Queens,11101,Q,40.756891,-73.934523,401,26,33,4004170,4003440001,Queensbridge-Ravenswood-Long Island City,"(40.756891, -73.934523)",8/4/22,2022
P.S. 47 - BRONX,X,12,ELECTRICAL WORK FOR A/C INITIATIVE,37320.82,CIP,X047,1794 EAST 172 STREET,Bronx,10472,X,40.832902,-73.866848,209,18,76,2025622,2037860016,West Farms-Bronx River,"(40.832902, -73.866848)",8/4/22,2022
P.S. 232 - QUEENS,Q,27,EXTERIOR MASONRY / LOW-VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER / PLANYC CLIMATE CONTROL / WATER INILTRATION,15528000,CIP,Q232,153-23 83 STREET,Queens,11414,Q,40.665909,-73.851216,410,32,6202,4247454,4114450001,Lindenwood-Howard Beach,"(40.665909, -73.851216)",8/4/22,2022
DISTRICT 27 PRE-K CENTER @ 160-06 CROSS BAY BOULEVARD - QUEENS,Q,27,Demo,325600,CAP,Q486,160-06 CROSS BAY BOULEVARD,Queens,11414,Q,40.657176,-73.839392,410,32,892,4293775,4140300006,Lindenwood-Howard Beach,"(40.657176, -73.839392)",8/4/22,2022
J.H.S. 172 - QUEENS,Q,26,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,15188000,CIP,Q172,81-14 257 STREET,Queens,11004,Q,40.741944,-73.712965,413,23,157902,4178464,4087310004,Glen Oaks-Floral Park-New Hyde Park,"(40.741944, -73.712965)",8/4/22,2022
PROGRESS HS - K,K,14,LL 26-EXIT SIGNS,240439.59,CIP,K450,850 GRAND STREET,Brooklyn,11211,K,40.712184,-73.939722,301,34,485,3325733,3030160001,Bushwick South,"(40.712184, -73.939722)",8/4/22,2022
P.S. @ 6312 13TH AVENUE - BROOKLYN,K,20,Demo,423375,CAP,K676,6312 13TH AVENUE,Brooklyn,11219,K,40.627018,-74.000458,310,38,194,3000000,3057390001,Dyker Heights,"(40.627018, -74.000458)",8/4/22,2022
P.S. 61 - BRONX,X,12,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,5443000,CIP,X061,1550 CROTONA PARK EAST,Bronx,10460,X,40.836575,-73.892817,203,17,153,2009865,2029390045,Crotona Park East,"(40.836575, -73.892817)",8/4/22,2022
